type,subtype,epc_score,immo_status,postalcode,district,province,region
HOUSE,VILLA,B,FOR_SALE,1730,23000,20001,2000
HOUSE,VILLA,F,FOR_SALE,3001,24000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,3590,71000,70000,2000
HOUSE,HOUSE,F,FOR_SALE,4877,63000,62000,3000
HOUSE,VILLA,D,FOR_SALE,5640,92000,90000,3000
HOUSE,HOUSE,F,FOR_SALE,9950,44000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,8210,31000,30000,2000
HOUSE,HOUSE,F,FOR_SALE,6040,52000,50000,3000
HOUSE,HOUSE,G,FOR_SALE,6110,52000,50000,3000
HOUSE,HOUSE,F,FOR_SALE,9700,45000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,2800,12000,11002,2000
HOUSE,HOUSE,B,FOR_SALE,8770,36000,30000,2000
HOUSE,HOUSE,D,FOR_SALE,1020,21000,400001,4000
HOUSE,MIXED_USE_BUILDING,C,FOR_SALE,4100,62000,62000,3000
HOUSE,HOUSE,C,FOR_SALE,5640,92000,90000,3000
HOUSE,HOUSE,D,FOR_SALE,4102,62000,62000,3000
HOUSE,HOUSE,E,FOR_SALE,4000,62000,62000,3000
HOUSE,VILLA,D,FOR_SALE,1640,23000,20001,2000
HOUSE,HOUSE,B,FOR_SALE,7100,55040,50000,3000
HOUSE,HOUSE,C,FOR_SALE,4420,62000,62000,3000
HOUSE,HOUSE,E,FOR_SALE,3520,71000,70000,2000
HOUSE,HOUSE,F,FOR_SALE,1300,25072,20002,3000
HOUSE,HOUSE,C,FOR_SALE,1070,21000,400001,4000
HOUSE,HOUSE,D,FOR_SALE,9230,42000,40000,2000
HOUSE,VILLA,B,FOR_SALE,9630,45000,40000,2000
HOUSE,VILLA,C,FOR_SALE,7850,55040,50000,3000
HOUSE,TOWN_HOUSE,D,FOR_SALE,8000,31000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,8791,34000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,9260,42000,40000,2000
HOUSE,APARTMENT_BLOCK,C,FOR_SALE,4800,63000,62000,3000
HOUSE,HOUSE,B,FOR_SALE,9140,46000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,8450,35013,30000,2000
HOUSE,HOUSE,E,FOR_SALE,5100,92000,90000,3000
HOUSE,VILLA,B,FOR_SALE,1480,25072,20002,3000
HOUSE,HOUSE,B,FOR_SALE,8930,34000,30000,2000
HOUSE,HOUSE,D,FOR_SALE,1770,23000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,9000,44000,40000,2000
HOUSE,HOUSE,D,FOR_SALE,7500,57081,50000,3000
HOUSE,HOUSE,F,FOR_SALE,1160,21000,400001,4000
HOUSE,MIXED_USE_BUILDING,C,FOR_SALE,9300,41000,40000,2000
HOUSE,HOUSE,C,FOR_SALE,1190,21000,400001,4000
HOUSE,HOUSE,C,FOR_SALE,9150,46000,40000,2000
HOUSE,HOUSE,D,FOR_SALE,1400,25072,20002,3000
HOUSE,VILLA,D,FOR_SALE,8820,31000,30000,2000
HOUSE,HOUSE,B,FOR_SALE,3960,72000,70000,2000
HOUSE,HOUSE,B,FOR_SALE,9750,45000,40000,2000
HOUSE,HOUSE,C,FOR_SALE,1340,25072,20002,3000
HOUSE,BUNGALOW,B,FOR_SALE,9890,44000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,2260,13000,11002,2000
HOUSE,HOUSE,F,FOR_SALE,6220,52000,50000,3000
HOUSE,HOUSE,C,FOR_SALE,7333,53053,50000,3000
HOUSE,HOUSE,D,FOR_SALE,9660,45000,40000,2000
HOUSE,VILLA,F,FOR_SALE,3201,24000,20001,2000
HOUSE,HOUSE,C,FOR_SALE,3012,24000,20001,2000
HOUSE,HOUSE,E,FOR_SALE,9800,44000,40000,2000
HOUSE,HOUSE,A,FOR_SALE,4870,62000,62000,3000
HOUSE,VILLA,B,FOR_SALE,3140,24000,20001,2000
HOUSE,VILLA,D,FOR_SALE,1180,21000,400001,4000
HOUSE,VILLA,B,FOR_SALE,8490,31000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,5530,91000,90000,3000
HOUSE,VILLA,B,FOR_SALE,9120,46000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,5555,91000,90000,3000
HOUSE,HOUSE,B,FOR_SALE,7760,57081,50000,3000
HOUSE,MANSION,E,FOR_SALE,7160,52000,50000,3000
HOUSE,HOUSE,C,FOR_SALE,4960,63000,62000,3000
HOUSE,HOUSE,C,FOR_SALE,7730,57081,50000,3000
HOUSE,HOUSE,B,FOR_SALE,9660,45000,40000,2000
HOUSE,HOUSE,B,FOR_SALE,4845,63000,62000,3000
HOUSE,VILLA,F,FOR_SALE,6900,83000,80000,3000
HOUSE,HOUSE,G,FOR_SALE,7141,56000,50000,3000
HOUSE,HOUSE,C,FOR_SALE,8020,31000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,8750,37000,30000,2000
HOUSE,HOUSE,B,FOR_SALE,9520,41000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,3512,71000,70000,2000
HOUSE,HOUSE,A,FOR_SALE,6840,84000,80000,3000
HOUSE,HOUSE,A,FOR_SALE,6840,84000,80000,3000
HOUSE,HOUSE,A,FOR_SALE,6840,84000,80000,3000
HOUSE,CASTLE,E,FOR_SALE,4317,64074,62000,3000
HOUSE,APARTMENT_BLOCK,C,FOR_SALE,4020,62000,62000,3000
HOUSE,VILLA,D,FOR_SALE,9032,44000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,9040,44000,40000,2000
HOUSE,VILLA,B,FOR_SALE,9051,44000,40000,2000
HOUSE,HOUSE,C,FOR_SALE,3120,24000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,8870,36000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,1090,21000,400001,4000
HOUSE,HOUSE,B,FOR_SALE,6120,56000,50000,3000
HOUSE,COUNTRY_COTTAGE,C,FOR_SALE,3350,24000,20001,2000
HOUSE,HOUSE,E,FOR_SALE,8600,32000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,9200,42000,40000,2000
HOUSE,VILLA,A,FOR_SALE,5541,91000,90000,3000
HOUSE,HOUSE,E,FOR_SALE,8600,32000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,2950,11002,11002,2000
HOUSE,VILLA,B,FOR_SALE,4802,63000,62000,3000
HOUSE,EXCEPTIONAL_PROPERTY,B,FOR_SALE,5020,92000,90000,3000
HOUSE,VILLA,F,FOR_SALE,3390,24000,20001,2000
HOUSE,VILLA,A+,FOR_SALE,4550,61031,62000,3000
HOUSE,HOUSE,F,FOR_SALE,8870,36000,30000,2000
HOUSE,VILLA,D,FOR_SALE,1325,25072,20002,3000
HOUSE,APARTMENT_BLOCK,C,FOR_SALE,4000,62000,62000,3000
HOUSE,HOUSE,C,FOR_SALE,4000,62000,62000,3000
HOUSE,HOUSE,C,FOR_SALE,7800,51004,50000,3000
HOUSE,APARTMENT_BLOCK,E,FOR_SALE,2018,11002,11002,2000
HOUSE,HOUSE,B,FOR_SALE,4250,64074,62000,3000
HOUSE,HOUSE,D,FOR_SALE,7880,51004,50000,3000
HOUSE,FARMHOUSE,F,FOR_SALE,8480,35013,30000,2000
HOUSE,HOUSE,E,FOR_SALE,9308,41000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,3020,24000,20001,2000
HOUSE,HOUSE,B,FOR_SALE,8450,35013,30000,2000
HOUSE,HOUSE,F,FOR_SALE,9200,42000,40000,2000
HOUSE,HOUSE,D,FOR_SALE,6464,56000,50000,3000
HOUSE,COUNTRY_COTTAGE,E,FOR_SALE,5300,92000,90000,3000
HOUSE,HOUSE,D,FOR_SALE,5660,93000,90000,3000
HOUSE,HOUSE,F,FOR_SALE,4570,61031,62000,3000
HOUSE,HOUSE,D,FOR_SALE,4020,62000,62000,3000
HOUSE,HOUSE,D,FOR_SALE,1400,25072,20002,3000
HOUSE,HOUSE,G,FOR_SALE,6670,82003,80000,3000
HOUSE,HOUSE,D,FOR_SALE,1702,23000,20001,2000
HOUSE,HOUSE,E,FOR_SALE,8000,31000,30000,2000
HOUSE,HOUSE,F,FOR_SALE,2910,11002,11002,2000
HOUSE,HOUSE,F,FOR_SALE,9910,44000,40000,2000
HOUSE,BUNGALOW,B,FOR_SALE,8570,34000,30000,2000
HOUSE,HOUSE,D,FOR_SALE,8490,31000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,4160,61031,62000,3000
HOUSE,HOUSE,F,FOR_SALE,2580,12000,11002,2000
HOUSE,HOUSE,E,FOR_SALE,5060,92000,90000,3000
HOUSE,HOUSE,F,FOR_SALE,2800,12000,11002,2000
HOUSE,HOUSE,B,FOR_SALE,2500,12000,11002,2000
HOUSE,HOUSE,E,FOR_SALE,1430,25072,20002,3000
HOUSE,VILLA,D,FOR_SALE,5630,93000,90000,3000
HOUSE,HOUSE,B,FOR_SALE,7700,54007,50000,3000
HOUSE,HOUSE,F,FOR_SALE,7100,55040,50000,3000
HOUSE,HOUSE,F,FOR_SALE,7110,55040,50000,3000
HOUSE,HOUSE,F,FOR_SALE,7972,51004,50000,3000
HOUSE,HOUSE,E,FOR_SALE,8500,34000,30000,2000
HOUSE,HOUSE,D,FOR_SALE,4920,62000,62000,3000
HOUSE,HOUSE,C,FOR_SALE,6890,84000,80000,3000
HOUSE,HOUSE,E,FOR_SALE,9400,41000,40000,2000
HOUSE,HOUSE,D,FOR_SALE,2830,12000,11002,2000
HOUSE,HOUSE,F,FOR_SALE,2845,11002,11002,2000
HOUSE,HOUSE,D,FOR_SALE,5060,92000,90000,3000
HOUSE,TOWN_HOUSE,C,FOR_SALE,1701,23000,20001,2000
HOUSE,HOUSE,B,FOR_SALE,1740,23000,20001,2000
HOUSE,HOUSE,C,FOR_SALE,2950,11002,11002,2000
HOUSE,HOUSE,A,FOR_SALE,6840,84000,80000,3000
HOUSE,HOUSE,F,FOR_SALE,9300,41000,40000,2000
HOUSE,VILLA,D,FOR_SALE,4053,62000,62000,3000
HOUSE,APARTMENT_BLOCK,C,FOR_SALE,6224,52000,50000,3000
HOUSE,HOUSE,C,FOR_SALE,5000,92000,90000,3000
HOUSE,HOUSE,C,FOR_SALE,7780,54007,50000,3000
HOUSE,HOUSE,E,FOR_SALE,8300,31000,30000,2000
HOUSE,VILLA,E,FOR_SALE,2930,11002,11002,2000
HOUSE,VILLA,A+,FOR_SALE,6717,81001,80000,3000
HOUSE,EXCEPTIONAL_PROPERTY,F,FOR_SALE,2940,11002,11002,2000
HOUSE,VILLA,E,FOR_SALE,9681,45000,40000,2000
HOUSE,VILLA,F,FOR_SALE,1640,23000,20001,2000
HOUSE,HOUSE,A,FOR_SALE,4821,63000,62000,3000
HOUSE,HOUSE,B,FOR_SALE,4690,62000,62000,3000
HOUSE,HOUSE,C,FOR_SALE,9688,45000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,9940,44000,40000,2000
HOUSE,VILLA,F,FOR_SALE,3300,24000,20001,2000
HOUSE,HOUSE,E,FOR_SALE,8930,34000,30000,2000
HOUSE,HOUSE,B,FOR_SALE,9506,41000,40000,2000
HOUSE,HOUSE,C,FOR_SALE,8800,36000,30000,2000
HOUSE,HOUSE,G,FOR_SALE,5000,92000,90000,3000
HOUSE,HOUSE,G,FOR_SALE,5100,92000,90000,3000
HOUSE,HOUSE,F,FOR_SALE,8870,36000,30000,2000
HOUSE,APARTMENT_BLOCK,G,FOR_SALE,6140,52000,50000,3000
HOUSE,HOUSE,G,FOR_SALE,6140,52000,50000,3000
HOUSE,HOUSE,F,FOR_SALE,1390,25072,20002,3000
HOUSE,HOUSE,F,FOR_SALE,7700,54007,50000,3000
HOUSE,HOUSE,F,FOR_SALE,9050,44000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,8930,34000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,2880,12000,11002,2000
HOUSE,VILLA,B,FOR_SALE,5650,93000,90000,3000
HOUSE,HOUSE,F,FOR_SALE,1180,21000,400001,4000
HOUSE,HOUSE,F,FOR_SALE,9830,44000,40000,2000
HOUSE,MANSION,C,FOR_SALE,8000,31000,30000,2000
HOUSE,CASTLE,B,FOR_SALE,3806,73000,70000,2000
HOUSE,CHALET,F,FOR_SALE,9690,45000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,2018,11002,11002,2000
HOUSE,VILLA,D,FOR_SALE,8660,38000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,9400,41000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,4030,62000,62000,3000
HOUSE,HOUSE,C,FOR_SALE,5541,91000,90000,3000
HOUSE,HOUSE,D,FOR_SALE,6040,52000,50000,3000
HOUSE,VILLA,F,FOR_SALE,4800,63000,62000,3000
HOUSE,HOUSE,G,FOR_SALE,5600,93000,90000,3000
HOUSE,HOUSE,C,FOR_SALE,1495,25072,20002,3000
HOUSE,APARTMENT_BLOCK,D,FOR_SALE,5500,91000,90000,3000
HOUSE,HOUSE,E,FOR_SALE,6760,85000,80000,3000
HOUSE,MIXED_USE_BUILDING,D,FOR_SALE,6900,83000,80000,3000
HOUSE,HOUSE,B,FOR_SALE,9401,41000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,8870,36000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,2800,12000,11002,2000
HOUSE,HOUSE,E,FOR_SALE,7030,53053,50000,3000
HOUSE,HOUSE,E,FOR_SALE,3200,24000,20001,2000
HOUSE,HOUSE,B,FOR_SALE,9473,41000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,2260,13000,11002,2000
HOUSE,HOUSE,E,FOR_SALE,9000,44000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,1740,23000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,2500,12000,11002,2000
HOUSE,HOUSE,F,FOR_SALE,3272,24000,20001,2000
HOUSE,HOUSE,B,FOR_SALE,3540,71000,70000,2000
HOUSE,APARTMENT_BLOCK,C,FOR_SALE,4900,63000,62000,3000
HOUSE,VILLA,G,FOR_SALE,6900,83000,80000,3000
HOUSE,HOUSE,C,FOR_SALE,8000,31000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,3520,71000,70000,2000
HOUSE,HOUSE,D,FOR_SALE,1860,23000,20001,2000
HOUSE,HOUSE,A+,FOR_SALE,6717,81001,80000,3000
HOUSE,APARTMENT_BLOCK,D,FOR_SALE,1040,21000,400001,4000
HOUSE,MANOR_HOUSE,B,FOR_SALE,3800,71000,70000,2000
HOUSE,EXCEPTIONAL_PROPERTY,E,FOR_SALE,1430,25072,20002,3000
HOUSE,HOUSE,F,FOR_SALE,8500,34000,30000,2000
HOUSE,HOUSE,F,FOR_SALE,7700,54007,50000,3000
HOUSE,BUNGALOW,F,FOR_SALE,8400,35013,30000,2000
HOUSE,BUNGALOW,C,FOR_SALE,4650,63000,62000,3000
HOUSE,HOUSE,E,FOR_SALE,4000,62000,62000,3000
HOUSE,HOUSE,C,FOR_SALE,8900,33000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,4800,63000,62000,3000
HOUSE,HOUSE,C,FOR_SALE,8800,36000,30000,2000
HOUSE,HOUSE,D,FOR_SALE,9230,42000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,9600,45000,40000,2000
HOUSE,HOUSE,D,FOR_SALE,9570,45000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,5580,91000,90000,3000
HOUSE,HOUSE,F,FOR_SALE,3000,24000,20001,2000
HOUSE,HOUSE,C,FOR_SALE,3140,24000,20001,2000
HOUSE,COUNTRY_COTTAGE,E,FOR_SALE,1600,23000,20001,2000
HOUSE,COUNTRY_COTTAGE,D,FOR_SALE,1671,23000,20001,2000
HOUSE,HOUSE,F,FOR_SALE,2950,11002,11002,2000
HOUSE,APARTMENT_BLOCK,D,FOR_SALE,4020,62000,62000,3000
HOUSE,HOUSE,D,FOR_SALE,1640,23000,20001,2000
HOUSE,MIXED_USE_BUILDING,E,FOR_SALE,6000,52000,50000,3000
HOUSE,MIXED_USE_BUILDING,E,FOR_SALE,6000,52000,50000,3000
HOUSE,COUNTRY_COTTAGE,C,FOR_SALE,1785,23000,20001,2000
HOUSE,HOUSE,B,FOR_SALE,1390,25072,20002,3000
HOUSE,HOUSE,E,FOR_SALE,6030,52000,50000,3000
HOUSE,HOUSE,E,FOR_SALE,5300,92000,90000,3000
HOUSE,APARTMENT_BLOCK,C,FOR_SALE,6030,52000,50000,3000
HOUSE,HOUSE,F,FOR_SALE,6660,82003,80000,3000
HOUSE,HOUSE,E,FOR_SALE,7504,57081,50000,3000
HOUSE,EXCEPTIONAL_PROPERTY,F,FOR_SALE,6720,85000,80000,3000
HOUSE,HOUSE,E,FOR_SALE,9400,41000,40000,2000
HOUSE,HOUSE,D,FOR_SALE,3110,24000,20001,2000
HOUSE,HOUSE,E,FOR_SALE,3300,24000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,1070,21000,400001,4000
HOUSE,APARTMENT_BLOCK,C,FOR_SALE,6240,52000,50000,3000
HOUSE,HOUSE,B,FOR_SALE,9130,46000,40000,2000
HOUSE,HOUSE,B,FOR_SALE,6280,52000,50000,3000
HOUSE,HOUSE,B,FOR_SALE,9940,44000,40000,2000
HOUSE,HOUSE,C,FOR_SALE,7711,54007,50000,3000
HOUSE,HOUSE,C,FOR_SALE,7711,54007,50000,3000
HOUSE,HOUSE,C,FOR_SALE,7760,57081,50000,3000
HOUSE,HOUSE,E,FOR_SALE,8770,36000,30000,2000
HOUSE,HOUSE,A+,FOR_SALE,4520,61031,62000,3000
HOUSE,HOUSE,F,FOR_SALE,5377,91000,90000,3000
HOUSE,HOUSE,F,FOR_SALE,8000,31000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,9900,43000,40000,2000
HOUSE,MIXED_USE_BUILDING,C,FOR_SALE,1330,25072,20002,3000
HOUSE,HOUSE,C,FOR_SALE,8530,34000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,8200,31000,30000,2000
HOUSE,VILLA,D,FOR_SALE,8510,34000,30000,2000
HOUSE,HOUSE,G,FOR_SALE,5650,93000,90000,3000
HOUSE,HOUSE,E,FOR_SALE,2640,11002,11002,2000
HOUSE,HOUSE,B,FOR_SALE,3012,24000,20001,2000
HOUSE,VILLA,F,FOR_SALE,8480,35013,30000,2000
HOUSE,HOUSE,F,FOR_SALE,9000,44000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,9000,44000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,6464,56000,50000,3000
HOUSE,HOUSE,E,FOR_SALE,5060,92000,90000,3000
HOUSE,HOUSE,F,FOR_SALE,4960,63000,62000,3000
HOUSE,HOUSE,B,FOR_SALE,3890,71000,70000,2000
HOUSE,HOUSE,G,FOR_SALE,4257,64074,62000,3000
HOUSE,HOUSE,B,FOR_SALE,8000,31000,30000,2000
HOUSE,HOUSE,F,FOR_SALE,2500,12000,11002,2000
HOUSE,HOUSE,B,FOR_SALE,1785,23000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,4802,63000,62000,3000
HOUSE,TOWN_HOUSE,B,FOR_SALE,1460,25072,20002,3000
HOUSE,HOUSE,F,FOR_SALE,2800,12000,11002,2000
HOUSE,HOUSE,C,FOR_SALE,2100,11002,11002,2000
HOUSE,HOUSE,D,FOR_SALE,9190,46000,40000,2000
HOUSE,HOUSE,C,FOR_SALE,8310,31000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,8300,31000,30000,2000
HOUSE,HOUSE,B,FOR_SALE,1050,21000,400001,4000
HOUSE_GROUP,HOUSE_GROUP,D,FOR_SALE,9600,45000,40000,2000
HOUSE_GROUP,HOUSE_GROUP,D,FOR_SALE,9700,45000,40000,2000
HOUSE_GROUP,HOUSE_GROUP,A,FOR_SALE,7600,57081,50000,3000
HOUSE,HOUSE,B,FOR_SALE,8500,34000,30000,2000
HOUSE,HOUSE,F,FOR_SALE,1480,25072,20002,3000
HOUSE,HOUSE,F,FOR_SALE,8560,34000,30000,2000
HOUSE,HOUSE,G,FOR_SALE,4800,63000,62000,3000
HOUSE,HOUSE,F,FOR_SALE,7700,54007,50000,3000
HOUSE,HOUSE,B,FOR_SALE,7700,54007,50000,3000
HOUSE,HOUSE,B,FOR_SALE,9420,41000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,9660,45000,40000,2000
HOUSE,HOUSE,D,FOR_SALE,1840,23000,20001,2000
HOUSE,MIXED_USE_BUILDING,E,FOR_SALE,7340,53053,50000,3000
HOUSE,HOUSE,C,FOR_SALE,7500,57081,50000,3000
HOUSE,HOUSE,D,FOR_SALE,7548,57081,50000,3000
HOUSE,HOUSE,F,FOR_SALE,8340,31000,30000,2000
HOUSE,HOUSE,D,FOR_SALE,8660,38000,30000,2000
HOUSE,HOUSE,D,FOR_SALE,5000,92000,90000,3000
HOUSE,HOUSE,B,FOR_SALE,9030,44000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,9820,44000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,1470,25072,20002,3000
HOUSE,APARTMENT_BLOCK,D,FOR_SALE,4000,62000,62000,3000
HOUSE,HOUSE,C,FOR_SALE,9406,41000,40000,2000
HOUSE,HOUSE,B,FOR_SALE,2018,11002,11002,2000
HOUSE,HOUSE,C,FOR_SALE,2230,13000,11002,2000
HOUSE,HOUSE,C,FOR_SALE,7333,53053,50000,3000
HOUSE,EXCEPTIONAL_PROPERTY,E,FOR_SALE,1502,23000,20001,2000
HOUSE,HOUSE,F,FOR_SALE,9700,45000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,1310,25072,20002,3000
HOUSE,HOUSE,B,FOR_SALE,1495,25072,20002,3000
HOUSE,HOUSE,F,FOR_SALE,6210,52000,50000,3000
HOUSE,HOUSE,F,FOR_SALE,2890,12000,11002,2000
HOUSE,APARTMENT_BLOCK,C,FOR_SALE,5000,92000,90000,3000
HOUSE,MANSION,C,FOR_SALE,5000,92000,90000,3000
HOUSE,VILLA,E,FOR_SALE,8480,35013,30000,2000
HOUSE,HOUSE,E,FOR_SALE,1440,25072,20002,3000
HOUSE,HOUSE,D,FOR_SALE,9600,45000,40000,2000
HOUSE,HOUSE,G,FOR_SALE,1480,25072,20002,3000
HOUSE,HOUSE,E,FOR_SALE,6010,52000,50000,3000
HOUSE,HOUSE,E,FOR_SALE,6010,52000,50000,3000
HOUSE,HOUSE,D,FOR_SALE,8470,35013,30000,2000
HOUSE,VILLA,E,FOR_SALE,9500,41000,40000,2000
HOUSE,HOUSE,D,FOR_SALE,9620,41000,40000,2000
HOUSE,HOUSE,C,FOR_SALE,3120,24000,20001,2000
HOUSE_GROUP,HOUSE_GROUP,E,FOR_SALE,9820,44000,40000,2000
HOUSE,HOUSE,D,FOR_SALE,4020,62000,62000,3000
HOUSE,HOUSE,B,FOR_SALE,8540,34000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,2260,13000,11002,2000
HOUSE,HOUSE,B,FOR_SALE,3090,23000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,8200,31000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,5300,92000,90000,3000
HOUSE,HOUSE,F,FOR_SALE,5002,92000,90000,3000
HOUSE,HOUSE,D,FOR_SALE,4000,62000,62000,3000
HOUSE,HOUSE,E,FOR_SALE,9200,42000,40000,2000
HOUSE,HOUSE,C,FOR_SALE,1745,23000,20001,2000
HOUSE,HOUSE,E,FOR_SALE,2300,13000,11002,2000
HOUSE,HOUSE,E,FOR_SALE,3990,72000,70000,2000
HOUSE,HOUSE,D,FOR_SALE,4287,64074,62000,3000
HOUSE,MIXED_USE_BUILDING,E,FOR_SALE,4000,62000,62000,3000
HOUSE,HOUSE,F,FOR_SALE,8310,31000,30000,2000
HOUSE,HOUSE,B,FOR_SALE,1600,23000,20001,2000
HOUSE,APARTMENT_BLOCK,C,FOR_SALE,5060,92000,90000,3000
HOUSE,APARTMENT_BLOCK,B,FOR_SALE,1880,23000,20001,2000
HOUSE,MIXED_USE_BUILDING,C,FOR_SALE,4101,62000,62000,3000
HOUSE,HOUSE,C,FOR_SALE,5070,92000,90000,3000
HOUSE,VILLA,C,FOR_SALE,6900,83000,80000,3000
HOUSE,HOUSE,B,FOR_SALE,8000,31000,30000,2000
HOUSE,HOUSE,F,FOR_SALE,9052,44000,40000,2000
HOUSE,BUNGALOW,E,FOR_SALE,9940,44000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,2830,12000,11002,2000
HOUSE,HOUSE,D,FOR_SALE,9450,41000,40000,2000
HOUSE,HOUSE,B,FOR_SALE,9280,42000,40000,2000
HOUSE,VILLA,B,FOR_SALE,9790,45000,40000,2000
HOUSE,VILLA,B,FOR_SALE,4460,62000,62000,3000
HOUSE,HOUSE,F,FOR_SALE,9900,43000,40000,2000
HOUSE,HOUSE,C,FOR_SALE,1600,23000,20001,2000
HOUSE,HOUSE,E,FOR_SALE,1460,25072,20002,3000
HOUSE,APARTMENT_BLOCK,E,FOR_SALE,3800,71000,70000,2000
HOUSE,HOUSE,C,FOR_SALE,4607,62000,62000,3000
HOUSE,HOUSE,F,FOR_SALE,6890,84000,80000,3000
HOUSE,APARTMENT_BLOCK,D,FOR_SALE,6980,83000,80000,3000
HOUSE,HOUSE,C,FOR_SALE,2230,13000,11002,2000
HOUSE,HOUSE,F,FOR_SALE,3140,24000,20001,2000
HOUSE,FARMHOUSE,D,FOR_SALE,1350,25072,20002,3000
HOUSE,MIXED_USE_BUILDING,C,FOR_SALE,9320,41000,40000,2000
HOUSE,EXCEPTIONAL_PROPERTY,D,FOR_SALE,9320,41000,40000,2000
HOUSE,MIXED_USE_BUILDING,C,FOR_SALE,9620,41000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,7504,57081,50000,3000
HOUSE,HOUSE,E,FOR_SALE,2800,12000,11002,2000
HOUSE,EXCEPTIONAL_PROPERTY,E,FOR_SALE,2845,11002,11002,2000
HOUSE,HOUSE,D,FOR_SALE,3120,24000,20001,2000
HOUSE,VILLA,G,FOR_SALE,6032,52000,50000,3000
HOUSE,COUNTRY_COTTAGE,F,FOR_SALE,6690,82003,80000,3000
HOUSE,MIXED_USE_BUILDING,G,FOR_SALE,7740,57081,50000,3000
HOUSE,FARMHOUSE,G,FOR_SALE,6690,82003,80000,3000
HOUSE,HOUSE,D,FOR_SALE,6791,81001,80000,3000
HOUSE,COUNTRY_COTTAGE,C,FOR_SALE,9660,45000,40000,2000
HOUSE,HOUSE,D,FOR_SALE,8730,31000,30000,2000
HOUSE,HOUSE,B,FOR_SALE,3012,24000,20001,2000
HOUSE,HOUSE,B,FOR_SALE,1070,21000,400001,4000
HOUSE,VILLA,E,FOR_SALE,9500,41000,40000,2000
HOUSE,TOWN_HOUSE,F,FOR_SALE,1500,23000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,1880,23000,20001,2000
HOUSE,HOUSE,C,FOR_SALE,1850,23000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,3470,24000,20001,2000
HOUSE,HOUSE,E,FOR_SALE,3270,24000,20001,2000
HOUSE,COUNTRY_COTTAGE,G,FOR_SALE,7880,51004,50000,3000
HOUSE,HOUSE,E,FOR_SALE,3190,24000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,8570,34000,30000,2000
HOUSE,HOUSE,B,FOR_SALE,5140,92000,90000,3000
HOUSE,HOUSE,F,FOR_SALE,2250,13000,11002,2000
HOUSE,HOUSE,D,FOR_SALE,9660,45000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,3390,24000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,7501,57081,50000,3000
HOUSE,MANSION,C,FOR_SALE,9300,41000,40000,2000
