type,subtype,epc_score,immo_status,postalcode,district,province,region
HOUSE,HOUSE,B,FOR_SALE,8800,36000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,8800,36000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,8860,34000,30000,2000
HOUSE,HOUSE,D,FOR_SALE,8860,34000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,8420,35013,30000,2000
HOUSE,HOUSE,F,FOR_SALE,4020,62000,62000,3000
HOUSE,HOUSE,D,FOR_SALE,9190,46000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,4480,61031,62000,3000
HOUSE,HOUSE,F,FOR_SALE,8530,34000,30000,2000
HOUSE,HOUSE,B,FOR_SALE,2570,12000,11002,2000
HOUSE,HOUSE,F,FOR_SALE,1341,25072,20002,3000
HOUSE,HOUSE,G,FOR_SALE,1380,25072,20002,3000
HOUSE,HOUSE,E,FOR_SALE,9800,44000,40000,2000
HOUSE,HOUSE,B,FOR_SALE,1650,23000,20001,2000
HOUSE,HOUSE,C,FOR_SALE,1653,23000,20001,2000
HOUSE,HOUSE,E,FOR_SALE,4020,62000,62000,3000
HOUSE,HOUSE,E,FOR_SALE,3060,24000,20001,2000
HOUSE,VILLA,D,FOR_SALE,4190,61031,62000,3000
HOUSE,MIXED_USE_BUILDING,C,FOR_SALE,8790,34000,30000,2000
HOUSE,VILLA,B,FOR_SALE,8800,36000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,6741,85000,80000,3000
HOUSE,HOUSE,F,FOR_SALE,1420,25072,20002,3000
HOUSE,HOUSE,B,FOR_SALE,2500,12000,11002,2000
HOUSE_GROUP,HOUSE_GROUP,D,FOR_SALE,8553,34000,30000,2000
HOUSE,HOUSE,F,FOR_SALE,6880,84000,80000,3000
HOUSE,HOUSE,G,FOR_SALE,5520,91000,90000,3000
HOUSE,APARTMENT_BLOCK,D,FOR_SALE,6440,56000,50000,3000
HOUSE,HOUSE,D,FOR_SALE,6792,81001,80000,3000
HOUSE,VILLA,B,FOR_SALE,3020,24000,20001,2000
HOUSE,EXCEPTIONAL_PROPERTY,F,FOR_SALE,2800,12000,11002,2000
HOUSE,HOUSE,G,FOR_SALE,7621,57081,50000,3000
HOUSE,HOUSE,G,FOR_SALE,4040,62000,62000,3000
HOUSE,HOUSE,E,FOR_SALE,7900,57081,50000,3000
HOUSE,HOUSE,D,FOR_SALE,8370,31000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,4032,62000,62000,3000
HOUSE,MIXED_USE_BUILDING,E,FOR_SALE,4920,62000,62000,3000
HOUSE,HOUSE,C,FOR_SALE,2070,11002,11002,2000
HOUSE,HOUSE,C,FOR_SALE,2800,12000,11002,2000
HOUSE,HOUSE,B,FOR_SALE,2250,13000,11002,2000
HOUSE,HOUSE,F,FOR_SALE,9120,46000,40000,2000
HOUSE,HOUSE,D,FOR_SALE,3460,24000,20001,2000
HOUSE,VILLA,D,FOR_SALE,8550,34000,30000,2000
HOUSE,VILLA,E,FOR_SALE,8553,34000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,3020,24000,20001,2000
HOUSE,HOUSE,C,FOR_SALE,1410,25072,20002,3000
HOUSE,HOUSE,C,FOR_SALE,6600,82003,80000,3000
HOUSE,HOUSE,C,FOR_SALE,9700,45000,40000,2000
HOUSE,HOUSE,B,FOR_SALE,4257,64074,62000,3000
HOUSE,HOUSE,C,FOR_SALE,4020,62000,62000,3000
HOUSE,HOUSE,F,FOR_SALE,4050,62000,62000,3000
HOUSE,HOUSE,G,FOR_SALE,7100,55040,50000,3000
HOUSE,HOUSE,D,FOR_SALE,4367,64074,62000,3000
HOUSE,HOUSE,G,FOR_SALE,4500,61031,62000,3000
HOUSE,HOUSE,C,FOR_SALE,9600,45000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,1800,23000,20001,2000
HOUSE,MIXED_USE_BUILDING,G,FOR_SALE,6700,81001,80000,3000
HOUSE,VILLA,D,FOR_SALE,4530,61031,62000,3000
HOUSE,HOUSE,C,FOR_SALE,1500,23000,20001,2000
HOUSE,HOUSE,F,FOR_SALE,3201,24000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,1650,23000,20001,2000
HOUSE,HOUSE,B,FOR_SALE,1653,23000,20001,2000
HOUSE,MIXED_USE_BUILDING,E,FOR_SALE,9200,42000,40000,2000
HOUSE,HOUSE,G,FOR_SALE,6060,52000,50000,3000
HOUSE,APARTMENT_BLOCK,G,FOR_SALE,6240,52000,50000,3000
HOUSE,HOUSE,E,FOR_SALE,4460,62000,62000,3000
HOUSE,HOUSE,G,FOR_SALE,4720,63000,62000,3000
HOUSE,HOUSE,E,FOR_SALE,4000,62000,62000,3000
HOUSE,HOUSE,D,FOR_SALE,2840,11002,11002,2000
HOUSE,APARTMENT_BLOCK,D,FOR_SALE,4040,62000,62000,3000
HOUSE,HOUSE,D,FOR_SALE,4530,61031,62000,3000
HOUSE,HOUSE,F,FOR_SALE,1390,25072,20002,3000
HOUSE,VILLA,D,FOR_SALE,8780,37000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,6880,84000,80000,3000
HOUSE,MIXED_USE_BUILDING,C,FOR_SALE,4031,62000,62000,3000
HOUSE,HOUSE,D,FOR_SALE,1410,25072,20002,3000
HOUSE,HOUSE,B,FOR_SALE,1420,25072,20002,3000
HOUSE,HOUSE,B,FOR_SALE,1083,21000,400001,4000
HOUSE,HOUSE,C,FOR_SALE,2960,11002,11002,2000
HOUSE,HOUSE,B,FOR_SALE,1853,23000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,8210,31000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,9140,46000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,9160,46000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,4920,62000,62000,3000
HOUSE,HOUSE,E,FOR_SALE,6890,84000,80000,3000
HOUSE,EXCEPTIONAL_PROPERTY,F,FOR_SALE,9600,45000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,1390,25072,20002,3000
HOUSE,HOUSE,F,FOR_SALE,2880,12000,11002,2000
HOUSE,HOUSE,B,FOR_SALE,2960,11002,11002,2000
HOUSE,HOUSE,C,FOR_SALE,3211,24000,20001,2000
HOUSE,HOUSE,F,FOR_SALE,1600,23000,20001,2000
HOUSE,HOUSE,B,FOR_SALE,8730,31000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,9170,46000,40000,2000
HOUSE,FARMHOUSE,G,FOR_SALE,1370,25072,20002,3000
HOUSE,APARTMENT_BLOCK,B,FOR_SALE,2660,11002,11002,2000
HOUSE,APARTMENT_BLOCK,B,FOR_SALE,1840,23000,20001,2000
HOUSE,APARTMENT_BLOCK,G,FOR_SALE,6230,52000,50000,3000
HOUSE,VILLA,G,FOR_SALE,6780,81001,80000,3000
HOUSE,HOUSE,G,FOR_SALE,6780,81001,80000,3000
HOUSE,HOUSE,D,FOR_SALE,9404,41000,40000,2000
HOUSE,MIXED_USE_BUILDING,F,FOR_SALE,1040,21000,400001,4000
HOUSE,HOUSE,D,FOR_SALE,1430,25072,20002,3000
HOUSE,APARTMENT_BLOCK,E,FOR_SALE,6750,85000,80000,3000
HOUSE,HOUSE,D,FOR_SALE,2845,11002,11002,2000
HOUSE,HOUSE,C,FOR_SALE,2850,11002,11002,2000
HOUSE,HOUSE,G,FOR_SALE,1342,25072,20002,3000
HOUSE,HOUSE,C,FOR_SALE,1420,25072,20002,3000
HOUSE,HOUSE,D,FOR_SALE,2180,11002,11002,2000
HOUSE,MANSION,B,FOR_SALE,8580,34000,30000,2000
HOUSE,HOUSE,D,FOR_SALE,2660,11002,11002,2000
HOUSE,HOUSE,F,FOR_SALE,2960,11002,11002,2000
HOUSE,HOUSE,C,FOR_SALE,4430,62000,62000,3000
HOUSE,VILLA,C,FOR_SALE,6238,52000,50000,3000
HOUSE,HOUSE,E,FOR_SALE,4500,61031,62000,3000
HOUSE,HOUSE,C,FOR_SALE,3200,24000,20001,2000
HOUSE,HOUSE,E,FOR_SALE,2070,11002,11002,2000
HOUSE,HOUSE,E,FOR_SALE,4020,62000,62000,3000
HOUSE,HOUSE,C,FOR_SALE,1860,23000,20001,2000
HOUSE,HOUSE,F,FOR_SALE,3111,24000,20001,2000
HOUSE,APARTMENT_BLOCK,C,FOR_SALE,8370,31000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,2280,13000,11002,2000
HOUSE,HOUSE,F,FOR_SALE,1080,21000,400001,4000
HOUSE,HOUSE,D,FOR_SALE,6700,81001,80000,3000
HOUSE,HOUSE,C,FOR_SALE,1790,23000,20001,2000
HOUSE,HOUSE,F,FOR_SALE,1790,23000,20001,2000
HOUSE,APARTMENT_BLOCK,G,FOR_SALE,4020,62000,62000,3000
HOUSE,HOUSE,G,FOR_SALE,4020,62000,62000,3000
HOUSE,MIXED_USE_BUILDING,D,FOR_SALE,1300,25072,20002,3000
HOUSE,VILLA,C,FOR_SALE,4920,62000,62000,3000
HOUSE,HOUSE,D,FOR_SALE,6000,52000,50000,3000
HOUSE,HOUSE,D,FOR_SALE,6060,52000,50000,3000
HOUSE,HOUSE,F,FOR_SALE,1000,21000,400001,4000
HOUSE,HOUSE,D,FOR_SALE,4020,62000,62000,3000
HOUSE,VILLA,D,FOR_SALE,4470,64074,62000,3000
HOUSE,MIXED_USE_BUILDING,C,FOR_SALE,1020,21000,400001,4000
HOUSE,HOUSE,G,FOR_SALE,1400,25072,20002,3000
HOUSE,HOUSE,B,FOR_SALE,1180,21000,400001,4000
HOUSE,HOUSE,B,FOR_SALE,1700,23000,20001,2000
HOUSE,VILLA,E,FOR_SALE,1820,23000,20001,2000
HOUSE,VILLA,D,FOR_SALE,8730,31000,30000,2000
HOUSE,VILLA,C,FOR_SALE,7061,55040,50000,3000
HOUSE,HOUSE,A,FOR_SALE,1490,25072,20002,3000
HOUSE,HOUSE,E,FOR_SALE,1180,21000,400001,4000
HOUSE,HOUSE,B,FOR_SALE,1630,23000,20001,2000
HOUSE,HOUSE,F,FOR_SALE,3000,24000,20001,2000
HOUSE,TOWN_HOUSE,C,FOR_SALE,1700,23000,20001,2000
HOUSE,VILLA,C,FOR_SALE,2840,11002,11002,2000
HOUSE,HOUSE,G,FOR_SALE,7181,52000,50000,3000
HOUSE,HOUSE,D,FOR_SALE,1853,23000,20001,2000
HOUSE,HOUSE,E,FOR_SALE,2500,12000,11002,2000
HOUSE,VILLA,E,FOR_SALE,8940,33000,30000,2000
HOUSE,HOUSE,B,FOR_SALE,1932,23000,20001,2000
HOUSE,HOUSE,E,FOR_SALE,1040,21000,400001,4000
HOUSE,MIXED_USE_BUILDING,B,FOR_SALE,1070,21000,400001,4000
HOUSE,HOUSE,C,FOR_SALE,2800,12000,11002,2000
HOUSE,HOUSE,D,FOR_SALE,1170,21000,400001,4000
HOUSE_GROUP,HOUSE_GROUP,F,FOR_SALE,9000,44000,40000,2000
HOUSE_GROUP,HOUSE_GROUP,D,FOR_SALE,9052,44000,40000,2000
HOUSE,VILLA,C,FOR_SALE,8490,31000,30000,2000
HOUSE,VILLA,E,FOR_SALE,2840,11002,11002,2000
HOUSE,HOUSE,B,FOR_SALE,8300,31000,30000,2000
HOUSE,HOUSE,B,FOR_SALE,1650,23000,20001,2000
HOUSE,VILLA,F,FOR_SALE,8020,31000,30000,2000
HOUSE,HOUSE,D,FOR_SALE,2940,11002,11002,2000
HOUSE,MIXED_USE_BUILDING,B,FOR_SALE,1600,23000,20001,2000
HOUSE,HOUSE,B,FOR_SALE,2970,11002,11002,2000
HOUSE,VILLA,C,FOR_SALE,8490,31000,30000,2000
HOUSE,HOUSE,B,FOR_SALE,1180,21000,400001,4000
HOUSE,APARTMENT_BLOCK,B,FOR_SALE,1000,21000,400001,4000
HOUSE,HOUSE,B,FOR_SALE,1602,23000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,8000,31000,30000,2000
HOUSE,VILLA,D,FOR_SALE,1300,25072,20002,3000
HOUSE,HOUSE,C,FOR_SALE,1435,25072,20002,3000
HOUSE,HOUSE,F,FOR_SALE,8000,31000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,1330,25072,20002,3000
HOUSE,APARTMENT_BLOCK,B,FOR_SALE,3000,24000,20001,2000
HOUSE,HOUSE,F,FOR_SALE,3000,24000,20001,2000
HOUSE,MIXED_USE_BUILDING,D,FOR_SALE,2812,12000,11002,2000
HOUSE,HOUSE,E,FOR_SALE,1200,21000,400001,4000
HOUSE,VILLA,B,FOR_SALE,9140,46000,40000,2000
HOUSE,VILLA,F,FOR_SALE,1180,21000,400001,4000
HOUSE,VILLA,B,FOR_SALE,9830,44000,40000,2000
HOUSE,HOUSE,D,FOR_SALE,9500,41000,40000,2000
HOUSE,HOUSE,B,FOR_SALE,8470,35013,30000,2000
HOUSE,HOUSE,C,FOR_SALE,2470,13000,11002,2000
HOUSE,HOUSE,D,FOR_SALE,9000,44000,40000,2000
HOUSE,HOUSE,B,FOR_SALE,1200,21000,400001,4000
HOUSE,HOUSE,D,FOR_SALE,6750,85000,80000,3000
HOUSE,HOUSE,B,FOR_SALE,1540,23000,20001,2000
HOUSE,VILLA,D,FOR_SALE,6700,81001,80000,3000
HOUSE,HOUSE,D,FOR_SALE,6700,81001,80000,3000
HOUSE,HOUSE,E,FOR_SALE,7033,53053,50000,3000
HOUSE,HOUSE,B,FOR_SALE,2960,11002,11002,2000
HOUSE,HOUSE,C,FOR_SALE,1160,21000,400001,4000
HOUSE,VILLA,B,FOR_SALE,8587,34000,30000,2000
HOUSE,VILLA,B,FOR_SALE,1602,23000,20001,2000
HOUSE,EXCEPTIONAL_PROPERTY,C,FOR_SALE,4400,62000,62000,3000
HOUSE,HOUSE,B,FOR_SALE,1332,25072,20002,3000
HOUSE,EXCEPTIONAL_PROPERTY,F,FOR_SALE,2900,11002,11002,2000
HOUSE,VILLA,F,FOR_SALE,8300,31000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,6666,82003,80000,3000
HOUSE,HOUSE,C,FOR_SALE,9500,41000,40000,2000
HOUSE,HOUSE,B,FOR_SALE,9600,45000,40000,2000
HOUSE,HOUSE,B,FOR_SALE,9000,44000,40000,2000
HOUSE,HOUSE,G,FOR_SALE,6250,52000,50000,3000
HOUSE,HOUSE,E,FOR_SALE,7864,55040,50000,3000
HOUSE,HOUSE,B,FOR_SALE,2980,11002,11002,2000
HOUSE,TOWN_HOUSE,E,FOR_SALE,1150,21000,400001,4000
HOUSE,MIXED_USE_BUILDING,F,FOR_SALE,1000,21000,400001,4000
HOUSE,HOUSE,B,FOR_SALE,1300,25072,20002,3000
HOUSE,HOUSE,D,FOR_SALE,4480,61031,62000,3000
HOUSE,HOUSE,G,FOR_SALE,6840,84000,80000,3000
HOUSE,HOUSE,F,FOR_SALE,5070,92000,90000,3000
HOUSE,MANSION,C,FOR_SALE,7500,57081,50000,3000
HOUSE,HOUSE,C,FOR_SALE,1380,25072,20002,3000
HOUSE,MIXED_USE_BUILDING,E,FOR_SALE,1020,21000,400001,4000
HOUSE,HOUSE,E,FOR_SALE,8300,31000,30000,2000
HOUSE,VILLA,C,FOR_SALE,8300,31000,30000,2000
HOUSE,VILLA,C,FOR_SALE,8300,31000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,7110,55040,50000,3000
HOUSE,HOUSE,G,FOR_SALE,4102,62000,62000,3000
HOUSE_GROUP,HOUSE_GROUP,A,FOR_SALE,6780,81001,80000,3000
HOUSE_GROUP,HOUSE_GROUP,B,FOR_SALE,3020,24000,20001,2000
HOUSE_GROUP,HOUSE_GROUP,C,FOR_SALE,3390,24000,20001,2000
HOUSE,HOUSE,G,FOR_SALE,4610,62000,62000,3000
HOUSE,HOUSE,E,FOR_SALE,9600,45000,40000,2000
HOUSE,HOUSE,C,FOR_SALE,6700,81001,80000,3000
HOUSE,HOUSE,F,FOR_SALE,1140,21000,400001,4000
HOUSE,HOUSE,B,FOR_SALE,2610,11002,11002,2000
HOUSE,EXCEPTIONAL_PROPERTY,B,FOR_SALE,8310,31000,30000,2000
HOUSE,HOUSE,B,FOR_SALE,1853,23000,20001,2000
HOUSE,VILLA,B,FOR_SALE,8670,38000,30000,2000
HOUSE,HOUSE,B,FOR_SALE,8930,34000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,9500,41000,40000,2000
HOUSE,HOUSE,D,FOR_SALE,1000,21000,400001,4000
HOUSE,VILLA,B,FOR_SALE,2460,13000,11002,2000
HOUSE,MANOR_HOUSE,C,FOR_SALE,8730,31000,30000,2000
HOUSE,MIXED_USE_BUILDING,B,FOR_SALE,9060,43000,40000,2000
HOUSE,VILLA,E,FOR_SALE,2280,13000,11002,2000
HOUSE,HOUSE,E,FOR_SALE,6724,85000,80000,3000
HOUSE,HOUSE,E,FOR_SALE,8400,35013,30000,2000
HOUSE,HOUSE,D,FOR_SALE,1310,25072,20002,3000
HOUSE,HOUSE,F,FOR_SALE,4680,62000,62000,3000
HOUSE,CHALET,G,FOR_SALE,4140,62000,62000,3000
HOUSE,HOUSE,G,FOR_SALE,4000,62000,62000,3000
HOUSE,HOUSE,E,FOR_SALE,7390,53053,50000,3000
HOUSE,HOUSE,G,FOR_SALE,4870,62000,62000,3000
HOUSE_GROUP,HOUSE_GROUP,B,FOR_SALE,3320,24000,20001,2000
HOUSE_GROUP,HOUSE_GROUP,F,FOR_SALE,3000,24000,20001,2000
HOUSE_GROUP,HOUSE_GROUP,E,FOR_SALE,9700,45000,40000,2000
HOUSE_GROUP,HOUSE_GROUP,F,FOR_SALE,1200,21000,400001,4000
HOUSE,HOUSE,D,FOR_SALE,4430,62000,62000,3000
HOUSE,HOUSE,B,FOR_SALE,1030,21000,400001,4000
HOUSE,HOUSE,C,FOR_SALE,1950,23000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,6780,81001,80000,3000
HOUSE,HOUSE,E,FOR_SALE,6790,81001,80000,3000
HOUSE,HOUSE,G,FOR_SALE,4420,62000,62000,3000
HOUSE,MIXED_USE_BUILDING,F,FOR_SALE,5580,91000,90000,3000
HOUSE,HOUSE,C,FOR_SALE,9600,45000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,9600,45000,40000,2000
HOUSE,HOUSE,C,FOR_SALE,6717,81001,80000,3000
HOUSE,HOUSE,C,FOR_SALE,2640,11002,11002,2000
HOUSE,HOUSE,D,FOR_SALE,2930,11002,11002,2000
HOUSE,MANOR_HOUSE,B,FOR_SALE,3945,71000,70000,2000
HOUSE,HOUSE,B,FOR_SALE,9160,46000,40000,2000
HOUSE,HOUSE,E,FOR_SALE,4600,62000,62000,3000
HOUSE,HOUSE,B,FOR_SALE,2830,12000,11002,2000
HOUSE,HOUSE,B,FOR_SALE,6280,52000,50000,3000
HOUSE,HOUSE,E,FOR_SALE,1560,23000,20001,2000
HOUSE,HOUSE,G,FOR_SALE,4000,62000,62000,3000
HOUSE,HOUSE,G,FOR_SALE,6833,84000,80000,3000
HOUSE,HOUSE,E,FOR_SALE,4870,62000,62000,3000
HOUSE,BUNGALOW,G,FOR_SALE,4550,61031,62000,3000
HOUSE,HOUSE,E,FOR_SALE,1070,21000,400001,4000
HOUSE,HOUSE,D,FOR_SALE,2560,12000,11002,2000
HOUSE,HOUSE,C,FOR_SALE,1200,21000,400001,4000
HOUSE,VILLA,E,FOR_SALE,1780,23000,20001,2000
HOUSE,HOUSE,B,FOR_SALE,2310,13000,11002,2000
HOUSE_GROUP,HOUSE_GROUP,D,FOR_SALE,7800,51004,50000,3000
HOUSE_GROUP,HOUSE_GROUP,B,FOR_SALE,6140,52000,50000,3000
HOUSE_GROUP,HOUSE_GROUP,B,FOR_SALE,4100,62000,62000,3000
HOUSE_GROUP,HOUSE_GROUP,F,FOR_SALE,4690,62000,62000,3000
HOUSE,MANSION,E,FOR_SALE,7110,55040,50000,3000
HOUSE,HOUSE,G,FOR_SALE,4032,62000,62000,3000
HOUSE,HOUSE,E,FOR_SALE,4430,62000,62000,3000
HOUSE,HOUSE,F,FOR_SALE,4540,61031,62000,3000
HOUSE,APARTMENT_BLOCK,B,FOR_SALE,4000,62000,62000,3000
HOUSE,EXCEPTIONAL_PROPERTY,B,FOR_SALE,1620,23000,20001,2000
HOUSE,VILLA,B,FOR_SALE,2350,13000,11002,2000
HOUSE,VILLA,B,FOR_SALE,2390,11002,11002,2000
HOUSE,HOUSE,D,FOR_SALE,6060,52000,50000,3000
HOUSE,MIXED_USE_BUILDING,E,FOR_SALE,4000,62000,62000,3000
HOUSE,HOUSE,G,FOR_SALE,4870,62000,62000,3000
HOUSE,HOUSE,G,FOR_SALE,7750,57081,50000,3000
HOUSE,HOUSE,B,FOR_SALE,9600,45000,40000,2000
HOUSE,MIXED_USE_BUILDING,C,FOR_SALE,9600,45000,40000,2000
HOUSE,HOUSE,G,FOR_SALE,4557,61031,62000,3000
HOUSE,APARTMENT_BLOCK,E,FOR_SALE,4500,61031,62000,3000
HOUSE_GROUP,HOUSE_GROUP,F,FOR_SALE,8550,34000,30000,2000
HOUSE_GROUP,HOUSE_GROUP,B,FOR_SALE,6840,84000,80000,3000
HOUSE_GROUP,HOUSE_GROUP,F,FOR_SALE,3620,73000,70000,2000
HOUSE_GROUP,HOUSE_GROUP,A,FOR_SALE,6730,85000,80000,3000
HOUSE,HOUSE,G,FOR_SALE,4420,62000,62000,3000
HOUSE,COUNTRY_COTTAGE,D,FOR_SALE,9667,45000,40000,2000
HOUSE,HOUSE,G,FOR_SALE,6782,81001,80000,3000
HOUSE,HOUSE,C,FOR_SALE,8210,31000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,8580,34000,30000,2000
HOUSE,HOUSE,F,FOR_SALE,2610,11002,11002,2000
HOUSE,HOUSE,C,FOR_SALE,3012,24000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,4550,61031,62000,3000
HOUSE,HOUSE,E,FOR_SALE,2830,12000,11002,2000
HOUSE,HOUSE,E,FOR_SALE,6830,84000,80000,3000
HOUSE,HOUSE,D,FOR_SALE,6890,84000,80000,3000
HOUSE,HOUSE,F,FOR_SALE,9600,45000,40000,2000
HOUSE,MANSION,F,FOR_SALE,9600,45000,40000,2000
HOUSE,HOUSE,B,FOR_SALE,8300,31000,30000,2000
HOUSE,VILLA,C,FOR_SALE,1410,25072,20002,3000
HOUSE,EXCEPTIONAL_PROPERTY,D,FOR_SALE,4000,62000,62000,3000
HOUSE,HOUSE,E,FOR_SALE,2018,11002,11002,2000
HOUSE,VILLA,E,FOR_SALE,3980,71000,70000,2000
HOUSE,HOUSE,D,FOR_SALE,8870,36000,30000,2000
HOUSE,HOUSE,D,FOR_SALE,6750,85000,80000,3000
HOUSE,HOUSE,D,FOR_SALE,7700,54007,50000,3000
HOUSE,HOUSE,B,FOR_SALE,9100,46000,40000,2000
HOUSE,HOUSE,G,FOR_SALE,6180,52000,50000,3000
HOUSE,HOUSE,G,FOR_SALE,5030,92000,90000,3000
HOUSE,VILLA,E,FOR_SALE,3080,24000,20001,2000
HOUSE,COUNTRY_COTTAGE,E,FOR_SALE,9031,44000,40000,2000
HOUSE_GROUP,HOUSE_GROUP,C,FOR_SALE,4540,61031,62000,3000
HOUSE_GROUP,HOUSE_GROUP,A,FOR_SALE,1350,25072,20002,3000
HOUSE_GROUP,HOUSE_GROUP,B,FOR_SALE,3272,24000,20001,2000
HOUSE_GROUP,HOUSE_GROUP,A,FOR_SALE,4367,64074,62000,3000
HOUSE_GROUP,HOUSE_GROUP,B,FOR_SALE,4121,62000,62000,3000
HOUSE,HOUSE,D,FOR_SALE,4040,62000,62000,3000
HOUSE,COUNTRY_COTTAGE,G,FOR_SALE,4520,61031,62000,3000
HOUSE,HOUSE,G,FOR_SALE,4590,61031,62000,3000
HOUSE,HOUSE,F,FOR_SALE,4560,61031,62000,3000
HOUSE,APARTMENT_BLOCK,B,FOR_SALE,6182,52000,50000,3000
HOUSE,HOUSE,C,FOR_SALE,6970,83000,80000,3000
HOUSE,HOUSE,C,FOR_SALE,8791,34000,30000,2000
HOUSE,COUNTRY_COTTAGE,G,FOR_SALE,7332,53053,50000,3000
HOUSE,MANSION,E,FOR_SALE,8930,34000,30000,2000
HOUSE,HOUSE,B,FOR_SALE,3080,24000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,6210,52000,50000,3000
HOUSE,HOUSE,C,FOR_SALE,2275,13000,11002,2000
HOUSE,HOUSE,E,FOR_SALE,4460,62000,62000,3000
HOUSE,HOUSE,G,FOR_SALE,6700,81001,80000,3000
HOUSE,HOUSE,D,FOR_SALE,4500,61031,62000,3000
HOUSE,HOUSE,E,FOR_SALE,4540,61031,62000,3000
HOUSE,HOUSE,B,FOR_SALE,8200,31000,30000,2000
HOUSE,EXCEPTIONAL_PROPERTY,B,FOR_SALE,8200,31000,30000,2000
HOUSE,EXCEPTIONAL_PROPERTY,E,FOR_SALE,2180,11002,11002,2000
HOUSE,HOUSE,E,FOR_SALE,7190,55040,50000,3000
HOUSE,HOUSE,G,FOR_SALE,4040,62000,62000,3000
HOUSE,HOUSE,E,FOR_SALE,7100,55040,50000,3000
HOUSE,HOUSE,F,FOR_SALE,6760,85000,80000,3000
HOUSE,HOUSE,F,FOR_SALE,9600,45000,40000,2000
HOUSE,HOUSE,D,FOR_SALE,4470,64074,62000,3000
HOUSE,HOUSE,D,FOR_SALE,8904,33000,30000,2000
HOUSE,MIXED_USE_BUILDING,F,FOR_SALE,6140,52000,50000,3000
HOUSE_GROUP,HOUSE_GROUP,E,FOR_SALE,2590,12000,11002,2000
HOUSE_GROUP,HOUSE_GROUP,B,FOR_SALE,8380,31000,30000,2000
HOUSE_GROUP,HOUSE_GROUP,C,FOR_SALE,8900,33000,30000,2000
HOUSE,HOUSE,D,FOR_SALE,8930,34000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,3320,24000,20001,2000
HOUSE,HOUSE,D,FOR_SALE,5300,92000,90000,3000
HOUSE,HOUSE,C,FOR_SALE,5170,92000,90000,3000
HOUSE,HOUSE,B,FOR_SALE,8500,34000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,2018,11002,11002,2000
HOUSE,EXCEPTIONAL_PROPERTY,D,FOR_SALE,2140,11002,11002,2000
HOUSE,HOUSE,D,FOR_SALE,1410,25072,20002,3000
HOUSE,HOUSE,B,FOR_SALE,1880,23000,20001,2000
HOUSE,HOUSE,E,FOR_SALE,2100,11002,11002,2000
HOUSE,HOUSE,C,FOR_SALE,6760,85000,80000,3000
HOUSE,HOUSE,D,FOR_SALE,8570,34000,30000,2000
HOUSE,HOUSE,E,FOR_SALE,8580,34000,30000,2000
HOUSE,HOUSE,C,FOR_SALE,9320,41000,40000,2000
HOUSE,HOUSE,B,FOR_SALE,9600,45000,40000,2000
HOUSE,HOUSE,F,FOR_SALE,4102,62000,62000,3000
HOUSE,HOUSE,F,FOR_SALE,4102,62000,62000,3000
HOUSE,VILLA,C,FOR_SALE,7160,52000,50000,3000
HOUSE,HOUSE,E,FOR_SALE,9990,43000,40000,2000
HOUSE,MANOR_HOUSE,E,FOR_SALE,9680,45000,40000,2000
HOUSE,HOUSE,D,FOR_SALE,8580,34000,30000,2000
HOUSE_GROUP,HOUSE_GROUP,E,FOR_SALE,4530,61031,62000,3000
HOUSE_GROUP,HOUSE_GROUP,C,FOR_SALE,8792,34000,30000,2000
HOUSE_GROUP,HOUSE_GROUP,C,FOR_SALE,9260,42000,40000,2000
HOUSE_GROUP,HOUSE_GROUP,D,FOR_SALE,3945,71000,70000,2000
HOUSE,HOUSE,D,FOR_SALE,6180,52000,50000,3000
HOUSE,HOUSE,F,FOR_SALE,7500,57081,50000,3000
HOUSE,HOUSE,G,FOR_SALE,4577,61031,62000,3000
HOUSE,HOUSE,G,FOR_SALE,6700,81001,80000,3000
