address,bedroom_count,district,epc_score,habitable_surface,immo_status,immocode,land_surface,municipality,plot_area,postalcode,price,price_per_sqmeter,province,region,room_count,subtype,type
Avenue de Broqueville  242,2,21000,D,111,FOR_SALE,10689057,,Woluwe-Saint-Lambert,111,1200,395000,3559,400001,4000,3,APARTMENT,APARTMENT
Chaussee d'Alsemberg  95,2,23000,E,75,FOR_SALE,10347516,,Linkebeek,75,1630,195000,2600,20001,2000,3,APARTMENT,APARTMENT
None  None,2,12000,C,,FOR_SALE,10285467,,PUURS,116,2870,312500,2694,11002,2000,3,APARTMENT_GROUP,APARTMENT_GROUP
Boulevard de la Cambre  25,4,21000,B,,FOR_SALE,10633076,,Bruxelles,27,1000,230500,8537,400001,4000,5,APARTMENT_GROUP,APARTMENT_GROUP
Rue Xhauflaire  114,2,63000,E,94,FOR_SALE,10693208,,Dison,94,4820,99000,1053,62000,3000,3,APARTMENT,APARTMENT
Houtkaai  24/25,0,31000,D,,FOR_SALE,10693965,,Brugge,93,8000,447500,4812,30000,2000,1,APARTMENT_GROUP,APARTMENT_GROUP
"Place Marie-Jose  6,34",2,21000,B,130,FOR_SALE,10694244,,Ixelles,130,1050,360000,2769,400001,4000,3,APARTMENT,APARTMENT
None  None,2,21000,D,,FOR_SALE,10699335,,WOLUWE-SAINT-PIERRE,26,1150,200000,7692,400001,4000,3,APARTMENT_GROUP,APARTMENT_GROUP
Egmont Park  11,3,44000,D,146,FOR_SALE,10683815,,Gavere,146,9890,426000,2918,40000,2000,4,DUPLEX,APARTMENT
Egmont Park  11,3,44000,B,148,FOR_SALE,10683814,,Gavere,148,9890,429500,2902,40000,2000,4,DUPLEX,APARTMENT
Tolpoortstraat  40,1,44000,C,63,FOR_SALE,10692290,,Deinze,63,9800,250000,3968,40000,2000,2,APARTMENT,APARTMENT
Rue de la belle au bois dormant  29,2,21000,C,90,FOR_SALE,10702393,,MOLENBEEK-SAINT-JEAN,90,1080,275000,3056,400001,4000,3,APARTMENT,APARTMENT
Rue de la Drève  1,3,64074,E,255,FOR_SALE,10654335,4244,Hannut,4499,4280,385000,86,62000,3000,4,HOUSE,HOUSE
Avenue Cardinal Mercier  17,3,62000,D,190,FOR_SALE,10568125,147,Liege,337,4020,389000,1154,62000,3000,4,MIXED_USE_BUILDING,HOUSE
Spermaliestraat  175,3,35013,E,156,FOR_SALE,10646331,337,Middelkerke,493,8430,390000,791,30000,2000,4,HOUSE,HOUSE
Beversestraat  108,3,34000,E,234,FOR_SALE,10543744,556,Harelbeke,790,8530,390000,494,30000,2000,4,HOUSE,HOUSE
Firmin Lecharlierlaan  143,2,21000,F,,FOR_SALE,10699207,,Jette,94,1090,294250,3130,400001,4000,3,APARTMENT_GROUP,APARTMENT_GROUP
None  None,4,23000,C,,FOR_SALE,10699244,,Asse,92,1730,304500,3310,20001,2000,5,APARTMENT_GROUP,APARTMENT_GROUP
Rue De Stalle - Stallestraat  290,4,21000,B,,FOR_SALE,10698851,,Uccle,108,1180,445000,4120,400001,4000,5,APARTMENT_GROUP,APARTMENT_GROUP
Quai des usines  156,4,21000,D,,FOR_SALE,10699016,,Brussels City,120,1000,397000,3308,400001,4000,5,APARTMENT_GROUP,APARTMENT_GROUP
Parkdreef  45,2,21000,B,107,FOR_SALE,10705288,,Bruxelles,107,1000,407000,3804,400001,4000,3,GROUND_FLOOR,APARTMENT
Parkdreef  45,2,21000,B,104,FOR_SALE,10705287,,Bruxelles,104,1000,407000,3913,400001,4000,3,GROUND_FLOOR,APARTMENT
Rue au Camp  43,2,84000,E,76,FOR_SALE,10707409,,Libramont-Chevigny,76,6800,199000,2618,80000,3000,3,APARTMENT,APARTMENT
Avenue Oscar Van Goidtsnoven  65,2,21000,F,84,FOR_SALE,10707316,,Forest,84,1190,269000,3202,400001,4000,3,APARTMENT,APARTMENT
Avenue des Communautes  4,3,21000,D,140,FOR_SALE,10560966,,Evere,140,1140,595000,4250,400001,4000,4,APARTMENT,APARTMENT
Quai au Foin  59-65,3,21000,C,117,FOR_SALE,10467828,,Bruxelles,117,1000,600000,5128,400001,4000,4,APARTMENT,APARTMENT
"Boulevard Henri Rolin  2,B21",3,25072,A+,135,FOR_SALE,10591095,,Waterloo,135,1410,605000,4481,20002,3000,4,APARTMENT,APARTMENT
Rue de Stalle  40,3,21000,D,126,FOR_SALE,10639202,,Uccle,126,1180,625000,4960,400001,4000,4,APARTMENT,APARTMENT
Avenue des Celtes  8,2,21000,B,114,FOR_SALE,10606404,,Etterbeek,114,1040,630000,5526,400001,4000,3,APARTMENT,APARTMENT
Kesseldallaan  14,2,24000,E,70,FOR_SALE,10706393,,Kessel-Lo,70,3010,279000,3986,20001,2000,3,APARTMENT,APARTMENT
Avenue du Couronnement  141,2,21000,B,71,FOR_SALE,10704432,,Woluwe-Saint-Lambert,71,1200,320000,4507,400001,4000,3,APARTMENT,APARTMENT
Avenue De Tervueren - Tervurenlaan  73,2,21000,B,146,FOR_SALE,10692181,,Etterbeek,146,1040,649000,4445,400001,4000,3,APARTMENT,APARTMENT
Rue des Chevaliers  15,2,21000,D,105,FOR_SALE,10692010,,Ixelles,105,1050,650000,6190,400001,4000,3,PENTHOUSE,APARTMENT
Rue Froissart  86,1,21000,E,98,FOR_SALE,10177393,,Bruxelles ville,98,1000,675000,6888,400001,4000,2,APARTMENT,APARTMENT
Avenue de la Toison d'Or  17,2,21000,F,160,FOR_SALE,10582158,,Ixelles,160,1050,1537000,9606,400001,4000,3,APARTMENT,APARTMENT
Avenue de la Toison d'Or  17,3,21000,B,203,FOR_SALE,10648643,,Ixelles,203,1050,1839000,9059,400001,4000,4,APARTMENT,APARTMENT
Avenue Baron Albert d'Huart  254,3,23000,D,145,FOR_SALE,10707394,,Kraainem,145,1950,495000,3414,20001,2000,4,APARTMENT,APARTMENT
Sint-Ursmarusstraat  184,2,42000,C,91,FOR_SALE,10687355,,BAASRODE,91,9200,249000,2736,40000,2000,3,PENTHOUSE,APARTMENT
None  None,1,21000,D,,FOR_SALE,10605338,,Ixelles,27,1050,230500,8537,400001,4000,2,APARTMENT_GROUP,APARTMENT_GROUP
Kerklaan  65,3,23000,F,,FOR_SALE,9948608,,Machelen,78,1830,240750,3087,20001,2000,4,APARTMENT_GROUP,APARTMENT_GROUP
Kerklaan  65,3,23000,D,,FOR_SALE,9834054,,Machelen,125,1830,295250,2362,20001,2000,4,APARTMENT_GROUP,APARTMENT_GROUP
"Malieplein  4,14",3,21000,F,100,FOR_SALE,10590579,,Ganshoren,100,1083,198000,1980,400001,4000,4,APARTMENT,APARTMENT
Poolse-Winglaan  2,0,44000,B,,FOR_SALE,10692641,,Gent Sint-Denijs-Westrem,89,9051,415000,4663,40000,2000,1,APARTMENT_GROUP,APARTMENT_GROUP
Avenue Général Lartigue  102,3,21000,B,102,FOR_SALE,10692615,,Woluwe-Saint-Lambert,102,1200,420000,4118,400001,4000,4,APARTMENT,APARTMENT
Rue Colonel Bourg  106,0,21000,F,32,FOR_SALE,10593414,,Schaerbeek,32,1030,155000,4844,400001,4000,1,FLAT_STUDIO,APARTMENT
Allee des Freesias  14,1,21000,F,42,FOR_SALE,10448955,,Schaerbeek,42,1030,155000,3690,400001,4000,2,APARTMENT,APARTMENT
Rue Neerveld  101,1,21000,B,66,FOR_SALE,10690203,,Woluwe-Saint-Lambert,66,1200,367000,5561,400001,4000,2,PENTHOUSE,APARTMENT
Tolpoortstraat  40,2,44000,D,85,FOR_SALE,10692289,,Deinze,85,9800,375000,4412,40000,2000,3,APARTMENT,APARTMENT
Rue Neerveld  101,2,21000,D,92,FOR_SALE,10690206,,Woluwe-Saint-Lambert,92,1200,476000,5174,400001,4000,3,PENTHOUSE,APARTMENT
Rue Neerveld  101,4,21000,E,250,FOR_SALE,10690205,,Woluwe-Saint-Lambert,250,1200,1449000,5796,400001,4000,5,PENTHOUSE,APARTMENT
None  None,4,21000,C,196,FOR_SALE,10639713,100,Schaerbeek,296,1030,395000,1334,400001,4000,5,HOUSE,HOUSE
Wielewaallaan  11,3,23000,E,128,FOR_SALE,10637257,190,Halle,318,1500,395000,1242,20001,2000,1,HOUSE,HOUSE
Edingsesteenweg  169,3,23000,F,,FOR_SALE,10642087,1609,Asse,122,1730,395000,3238,20001,2000,4,VILLA,HOUSE
Maanstraat  15,3,12000,F,128,FOR_SALE,10672582,257,Lier,385,2500,395000,1026,11002,2000,4,HOUSE,HOUSE
Kapelstraat  56,2,11002,D,326,FOR_SALE,10456811,204,Hove,530,2540,395000,745,11002,2000,3,HOUSE,HOUSE
None  None,2,21000,F,,FOR_SALE,10699211,,Anderlecht,98,1070,336967,3438,400001,4000,3,APARTMENT_GROUP,APARTMENT_GROUP
Drève Du Parc - Parkdreef  41,1,21000,D,,FOR_SALE,10698852,,Brussels City,90,1000,329000,3656,400001,4000,2,APARTMENT_GROUP,APARTMENT_GROUP
Strijpenplein  10,2,41000,F,151,FOR_SALE,10695307,,Zottegem Strijpen,151,9620,455000,3013,40000,2000,3,DUPLEX,APARTMENT
Rue du Prince Royal  37-41,2,21000,B,99,FOR_SALE,10194191,,Ixelles,99,1050,636000,6424,400001,4000,3,APARTMENT,APARTMENT
Rue Froissart  86,1,21000,D,99,FOR_SALE,10625335,,Bruxelles,99,1000,675000,6818,400001,4000,2,PENTHOUSE,APARTMENT
Rue des Francais  239,1,62000,G,56,FOR_SALE,10511319,,Ans,56,4430,99000,1768,62000,3000,2,APARTMENT,APARTMENT
Rue des Glands  77,1,21000,D,61,FOR_SALE,10689315,,Forest,61,1190,190000,3115,400001,4000,2,APARTMENT,APARTMENT
Lefebvrestraat  4/0503,2,38000,E,67,FOR_SALE,10419097,,Nieuwpoort,67,8620,385000,5746,30000,2000,3,APARTMENT,APARTMENT
Vlasgaardstraat  58,3,44000,B,,FOR_SALE,10698010,,Gent,,9000,495000,1444,40000,2000,4,PENTHOUSE,APARTMENT
Boomsesteenweg  486,2,11002,B,98,FOR_SALE,10696217,,11002,98,2020,199000,2031,11002,2000,3,APARTMENT,APARTMENT
None  None,3,23000,E,,FOR_SALE,7775444,,Halle,97,1500,298500,3077,20001,2000,4,APARTMENT_GROUP,APARTMENT_GROUP
"Rue Notre Dame de Grâces  5,17",3,83000,D,124,FOR_SALE,10658175,,Marche-en-Famenne,124,6900,198000,1597,80000,3000,4,DUPLEX,APARTMENT
Zuidstraat  46,2,34000,B,,FOR_SALE,10026639,,Harelbeke,90,8530,214000,2378,30000,2000,3,APARTMENT_GROUP,APARTMENT_GROUP
Sint-Pietershofstraat  68-70,0,44000,F,,FOR_SALE,10692628,,Destelbergen,108,9070,507000,4694,40000,2000,1,APARTMENT_GROUP,APARTMENT_GROUP
Sente Clarenhof  16,3,44000,F,113,FOR_SALE,10693803,,Gent,113,9000,449000,3973,40000,2000,4,PENTHOUSE,APARTMENT
Avenue Émile Digneffe  21,2,62000,B,98,FOR_SALE,10421633,,62000,98,4000,147158,1502,62000,3000,3,APARTMENT,APARTMENT
grand route  156,1,62000,B,57,FOR_SALE,10358458,,Beyne-Heusay,57,4610,155000,2719,62000,3000,2,APARTMENT,APARTMENT
Ellermanstraat  61,1,11002,D,32,FOR_SALE,10628889,,11002,32,2060,157000,4906,11002,2000,2,FLAT_STUDIO,APARTMENT
Place des Déportés  12,2,62000,C,75,FOR_SALE,10601973,,Liege,75,4000,159000,2120,62000,3000,3,APARTMENT,APARTMENT
None  None,4,52000,B,,FOR_SALE,10630787,,Seneffe,83,7180,282000,3398,50000,3000,5,APARTMENT_GROUP,APARTMENT_GROUP
Rue du Vieux Chemin  37,3,62000,B,145,FOR_SALE,10681830,,Embourg,145,4053,399000,2752,62000,3000,4,APARTMENT,APARTMENT
Rue du Tabellion  41,2,21000,C,95,FOR_SALE,10681956,,Ixelles,95,1050,465000,4895,400001,4000,3,APARTMENT,APARTMENT
Slachthuisstraat  13,3,44000,F,122,FOR_SALE,10684378,,Gent,122,9000,625000,5123,40000,2000,4,APARTMENT,APARTMENT
Avenue Edmond Parmentier  36,2,21000,B,150,FOR_SALE,10685490,,Woluwe-Saint-Pierre,150,1150,675000,4500,400001,4000,3,PENTHOUSE,APARTMENT
Avenue Du Bourgmestre Etienne Demunter - Burgemeester Etienne Demunterlaan  19,2,21000,F,80,FOR_SALE,10701966,,Jette,80,1090,315000,3938,400001,4000,3,APARTMENT,APARTMENT
Chaussee des Nerviens  39,2,25072,B,98,FOR_SALE,10428210,,Wavre,98,1300,355000,3622,20002,3000,3,APARTMENT,APARTMENT
Chaussee des Nerviens  39,2,25072,B,101,FOR_SALE,10428209,,Wavre,101,1300,365000,3614,20002,3000,3,APARTMENT,APARTMENT
Avenue Blücher  13,2,25072,A,92,FOR_SALE,10674483,,Braine-l'Alleud,92,1420,369000,4011,20002,3000,3,APARTMENT,APARTMENT
None  None,6,61031,D,235,FOR_SALE,10539130,1435,Villers-le-Bouillet,1670,4530,395000,237,62000,3000,7,HOUSE,HOUSE
Drève Du Parc - Parkdreef  41,4,21000,B,,FOR_SALE,10698850,,Brussels City,90,1000,376500,4183,400001,4000,5,APARTMENT_GROUP,APARTMENT_GROUP
Leopoldhelling  4,1,31000,E,58,FOR_SALE,10699181,,Blankenberge,58,8370,319000,5500,30000,2000,2,APARTMENT,APARTMENT
Avenue des Communautés  4,2,21000,E,,FOR_SALE,10699259,,Evere,109,1140,460000,4220,400001,4000,3,APARTMENT_GROUP,APARTMENT_GROUP
Sint-Dionysiusstraat  13-15,2,44000,C,,FOR_SALE,10697984,,Gent Sint-Denijs-Westrem,111,9051,429500,3869,40000,2000,3,APARTMENT_GROUP,APARTMENT_GROUP
Boulevard Edmond Machtens - Edmond Machtenslaan  153,2,21000,D,110,FOR_SALE,10694476,,Molenbeek-Saint-Jean,110,1080,310000,2818,400001,4000,3,APARTMENT,APARTMENT
Rue de Haerne  168,1,21000,B,85,FOR_SALE,10693779,,Etterbeek,85,1040,329000,3871,400001,4000,2,DUPLEX,APARTMENT
"Avenue des Communautes  4,B15",2,21000,B,101,FOR_SALE,10681259,,Evere,101,1140,375000,3713,400001,4000,3,APARTMENT,APARTMENT
Rue Souveraine  40,2,21000,D,160,FOR_SALE,10693013,,Ixelles,160,1050,620000,3875,400001,4000,3,DUPLEX,APARTMENT
Allée Christian de Duve  11-17,3,21000,B,171,FOR_SALE,10457770,,Woluwe-Saint-Lambert,171,1200,805000,4708,400001,4000,4,PENTHOUSE,APARTMENT
Rue du Prince Royal  37-41,3,21000,D,119,FOR_SALE,10233050,,Ixelles,119,1050,880000,7395,400001,4000,4,PENTHOUSE,APARTMENT
Hector Denis  33,3,21000,B,153,FOR_SALE,10457771,,Ixelles,153,1050,1195000,7810,400001,4000,4,APARTMENT,APARTMENT
Rue Groeselenberg  51,3,21000,E,179,FOR_SALE,10655004,,Uccle,179,1180,1340000,7486,400001,4000,4,PENTHOUSE,APARTMENT
rue Groeselenberg  53,3,21000,F,179,FOR_SALE,10601999,,Uccle,179,1180,1340000,7486,400001,4000,4,PENTHOUSE,APARTMENT
Rue Xhauflaire  116,2,63000,E,94,FOR_SALE,10557731,,Dison,94,4820,99000,1053,62000,3000,3,APARTMENT,APARTMENT
Chaussee de Charleroi  20,0,92000,B,,FOR_SALE,9814641,,Gembloux,86,5030,260352,3027,90000,3000,1,APARTMENT_GROUP,APARTMENT_GROUP
"Rue du Pâquier  4, 21",1,62000,D,37,FOR_SALE,10389243,,62000,37,4020,105000,2838,62000,3000,2,APARTMENT,APARTMENT
Dessauerplein  None,2,13000,C,,FOR_SALE,10441646,,Turnhout,84,2300,256950,3059,11002,2000,3,APARTMENT_GROUP,APARTMENT_GROUP
De Bruynlaan  124,2,11002,C,75,FOR_SALE,10694975,,Wilrijk,75,2610,228000,3040,11002,2000,3,APARTMENT,APARTMENT
Chaussée d'Alsemberg  439,2,21000,D,90,FOR_SALE,10695428,,Uccle,90,1180,249000,2767,400001,4000,3,APARTMENT,APARTMENT
Avenue Guillaume De Greef  15,2,21000,D,97,FOR_SALE,10695096,,Jette,97,1090,250000,2577,400001,4000,3,APARTMENT,APARTMENT
Allée des Freesias  5,4,21000,F,128,FOR_SALE,10695068,,Schaerbeek,128,1030,320000,2500,400001,4000,5,APARTMENT,APARTMENT
avenue Mutsaard  73,2,21000,B,73,FOR_SALE,10572751,,Laeken,73,1020,199000,2726,400001,4000,3,APARTMENT,APARTMENT
Avenue Chazal  43,1,21000,C,84,FOR_SALE,10584259,,Schaerbeek,84,1030,199000,2369,400001,4000,2,APARTMENT,APARTMENT
JACQUES BRELLAAN  40,0,21000,E,31,FOR_SALE,10676921,,SINT-LAMBRECHTS-WOLUWE,31,1200,199000,6419,400001,4000,1,FLAT_STUDIO,APARTMENT
Spoorwegstraat  3-5,4,13000,E,,FOR_SALE,10077392,,Balen,106,2490,279000,2632,11002,2000,5,APARTMENT_GROUP,APARTMENT_GROUP
Quai de la Derivation  None,1,62000,C,,FOR_SALE,10289005,,62000,117,4000,337000,2880,62000,3000,2,APARTMENT_GROUP,APARTMENT_GROUP
Sente Clarenhof  16,3,44000,B,113,FOR_SALE,10693804,,GENTBRUGGE,113,9050,449000,3973,40000,2000,4,PENTHOUSE,APARTMENT
Westvaartdijk  322,2,23000,F,,FOR_SALE,10693251,,Grimbergen Humbeek,147,1851,480000,3265,20001,2000,3,APARTMENT_GROUP,APARTMENT_GROUP
Avenue de la Floride  63,4,21000,F,225,FOR_SALE,10328618,,Uccle,225,1180,1280000,5689,400001,4000,5,APARTMENT,APARTMENT
Avenue de la Floride  63,4,21000,B,225,FOR_SALE,10693795,,Uccle,225,1180,1280000,5689,400001,4000,5,APARTMENT,APARTMENT
"Avenue des Fossés  9, 31",2,61031,C,75,FOR_SALE,10691757,,61031,75,4500,159500,2127,62000,3000,3,APARTMENT,APARTMENT
"Oudstrijderslaan  3,814",2,45000,E,84,FOR_SALE,10560083,,Ronse,84,9600,159000,1893,40000,2000,3,APARTMENT,APARTMENT
None  None,3,92000,A,,FOR_SALE,10386093,,Jambes,79,5100,290000,3671,90000,3000,4,APARTMENT_GROUP,APARTMENT_GROUP
Rue des Combattants  22,2,84000,C,80,FOR_SALE,10605117,,Bertrix,80,6880,163000,2038,80000,3000,3,APARTMENT,APARTMENT
Rue des Ecoliers  14,1,62000,C,76,FOR_SALE,10541677,,Liege,76,4020,164000,2158,62000,3000,2,APARTMENT,APARTMENT
Théodore De Cuyper  167,3,21000,B,120,FOR_SALE,10681410,,Woluwe-Saint-Lambert,120,1200,595000,4958,400001,4000,4,APARTMENT,APARTMENT
Avenue de l'Aulne  29,2,21000,B,97,FOR_SALE,10700561,,Uccle,97,1180,255000,2629,400001,4000,3,PENTHOUSE,APARTMENT
Avenue de l'Aulne  29,2,21000,C,97,FOR_SALE,10700560,,Forest,97,1190,255000,2629,400001,4000,3,PENTHOUSE,APARTMENT
Kustlaan  182,4,31000,C,239,FOR_SALE,10700907,,Knokke-Heist,239,8300,4950000,20711,30000,2000,5,APARTMENT,APARTMENT
's-Herenstraat  26,1,11002,B,115,FOR_SALE,10702323,,11002,115,2140,169900,1477,11002,2000,2,DUPLEX,APARTMENT
"Allée du Jaquemart  4,63",1,25072,C,44,FOR_SALE,10704476,,25072,44,1400,129000,2932,20002,3000,2,APARTMENT,APARTMENT
Avenue Voltaire  70,0,21000,F,52,FOR_SALE,10705759,,Schaerbeek,52,1030,210000,4038,400001,4000,1,FLAT_STUDIO,APARTMENT
Brederodestraat  184,2,11002,C,76,FOR_SALE,10704516,,11002,76,2018,219900,2893,11002,2000,3,APARTMENT,APARTMENT
Marcel De Bisschopstraat  5,2,41000,D,121,FOR_SALE,10706380,,Aalst,121,9300,335000,2769,40000,2000,3,LOFT,APARTMENT
Quai au Foin  59-65,1,21000,B,68,FOR_SALE,10467826,,Bruxelles,68,1000,370000,5441,400001,4000,2,APARTMENT,APARTMENT
Rue des Vignes  15A,2,25072,B,150,FOR_SALE,10589043,,Ottignies-Louvain-la-Neuve,150,1340,374000,2493,20002,3000,3,APARTMENT,APARTMENT
Rue des Vignes  15A,2,25072,B,150,FOR_SALE,10580345,,Ottignies-Louvain-la-Neuve Louvain-la-Neuve,150,1348,374000,2493,20002,3000,3,APARTMENT,APARTMENT
Rue des Vignes  15A,2,25072,B,150,FOR_SALE,10583368,,Mont-Saint-Guibert,150,1435,374000,2493,20002,3000,3,APARTMENT,APARTMENT
Quai des Usines  155,3,21000,E,126,FOR_SALE,10687733,,Bruxelles,126,1000,399000,3167,400001,4000,4,APARTMENT,APARTMENT
Rue de Sedent  44,3,92000,A,,FOR_SALE,10651082,,Jambes,102,5100,304000,2980,90000,3000,4,APARTMENT_GROUP,APARTMENT_GROUP
Handelslei  19,1,11002,E,,FOR_SALE,10658660,,SINT-ANTONIUS,91,2980,306200,3365,11002,2000,2,APARTMENT_GROUP,APARTMENT_GROUP
"Avenue de Scandiano  4,10",1,25072,D,61,FOR_SALE,10663652,,Tubize,61,1480,179000,2934,20002,3000,2,APARTMENT,APARTMENT
"Elzeelsesteenweg  5, 201",1,45000,D,73,FOR_SALE,10634687,,Ronse,73,9600,179000,2452,40000,2000,2,APARTMENT,APARTMENT
Rue du Premier Lanciers  1,2,92000,B,,FOR_SALE,10435855,,Namur,90,5000,387674,4307,90000,3000,3,APARTMENT_GROUP,APARTMENT_GROUP
Boulevard Edmond Machtens - Edmond Machtenslaan  102,2,21000,F,95,FOR_SALE,10646324,,Molenbeek-Saint-Jean,95,1080,259000,2726,400001,4000,8,APARTMENT,APARTMENT
De Maaskens  4,4,13000,D,,FOR_SALE,9781074,,Arendonk,112,2370,355000,3170,11002,2000,5,APARTMENT_GROUP,APARTMENT_GROUP
Parkdreef  45,0,21000,F,,FOR_SALE,10676267,,Bruxelles,96,1000,376500,3922,400001,4000,1,APARTMENT_GROUP,APARTMENT_GROUP
Kerkplein  32-34,0,13000,C,,FOR_SALE,9474388,,Turnhout,152,2300,409000,2691,11002,2000,1,APARTMENT_GROUP,APARTMENT_GROUP
Drève Du Parc - Parkdreef  45,4,21000,F,,FOR_SALE,10698848,,Brussels City,106,1000,428000,4038,400001,4000,5,APARTMENT_GROUP,APARTMENT_GROUP
None  None,3,21000,D,,FOR_SALE,10699226,,Evere,154,1140,541000,3513,400001,4000,4,APARTMENT_GROUP,APARTMENT_GROUP
Herremansstraat  58-60,1,41000,E,83,FOR_SALE,10707375,,Meerbeke,83,9402,224000,2699,40000,2000,2,APARTMENT,APARTMENT
Rue de Hollande  48,2,21000,B,98,FOR_SALE,10705694,,Saint-Gilles,98,1060,245000,2500,400001,4000,3,APARTMENT,APARTMENT
Rue de Ruysbroeck  67,2,21000,E,145,FOR_SALE,10693012,,Bruxelles,145,1000,630000,4345,400001,4000,3,DUPLEX,APARTMENT
Rue Souveraine  40,3,21000,D,202,FOR_SALE,10693022,,Ixelles,202,1050,700000,3465,400001,4000,4,APARTMENT,APARTMENT
Avenue Brillat-Savarin  98,1,21000,B,50,FOR_SALE,10697804,,Ixelles,50,1050,265000,5300,400001,4000,2,APARTMENT,APARTMENT
Franchommelaan  102,2,31000,F,67,FOR_SALE,10699813,,Blankenberge,67,8370,395000,5896,30000,2000,3,APARTMENT,APARTMENT
rue Groeselenberg  53,3,21000,B,179,FOR_SALE,10457774,,Uccle,179,1180,1340000,7486,400001,4000,4,PENTHOUSE,APARTMENT
rue Groeselenberg  51,3,21000,E,179,FOR_SALE,10600053,,Uccle,179,1180,1360000,7598,400001,4000,4,PENTHOUSE,APARTMENT
Chaussee de Waterloo  836,3,21000,E,235,FOR_SALE,10629620,,Uccle,235,1180,1650000,7021,400001,4000,4,PENTHOUSE,APARTMENT
Lenneke Marelaan  18,1,23000,D,64,FOR_SALE,10694129,,Zaventem,64,1930,225000,3516,20001,2000,2,APARTMENT,APARTMENT
Onze-Lieve-Vrouwstraat  21,0,37000,E,,FOR_SALE,10173249,,Ardooie,164,8850,155000,945,30000,2000,1,APARTMENT_GROUP,APARTMENT_GROUP
Boulevard Louis Mettewie  46,1,21000,D,35,FOR_SALE,10668584,,Molenbeek-Saint-Jean,35,1080,129000,3686,400001,4000,2,APARTMENT,APARTMENT
Rue des Ecoliers  14,1,62000,B,59,FOR_SALE,10541676,,Liege,59,4020,129000,2186,62000,3000,2,APARTMENT,APARTMENT
Rue Elisa Dumonceau  37,2,62000,E,56,FOR_SALE,10588485,,Herstal,56,4040,129000,2304,62000,3000,3,APARTMENT,APARTMENT
None  None,1,11002,D,,FOR_SALE,7016565,,11002,90,2000,521200,5791,11002,2000,2,APARTMENT_GROUP,APARTMENT_GROUP
"Avenue des Communautes  4,B4.2",1,21000,C,76,FOR_SALE,10683644,,Evere,76,1140,325000,4276,400001,4000,2,APARTMENT,APARTMENT
Avenue Franklin Roosevelt  124,2,25072,A,99,FOR_SALE,10695302,,Genval,99,1332,395000,3990,20002,3000,3,APARTMENT,APARTMENT
Quai Marcellis  4,5,62000,C,220,FOR_SALE,10695050,,Liege,220,4020,515000,2341,62000,3000,6,APARTMENT,APARTMENT
Koningsstraat  23,2,35013,B,70,FOR_SALE,10701259,,35013e,70,8400,299000,4271,30000,2000,3,APARTMENT,APARTMENT
Quai Godefroid Kurth  82,2,62000,C,79,FOR_SALE,10654295,,Liege,79,4020,199000,2519,62000,3000,3,APARTMENT,APARTMENT
Avenue Albert 1er  81,2,61031,B,96,FOR_SALE,10611847,,61031,96,4500,199000,2073,62000,3000,3,PENTHOUSE,APARTMENT
Rue de la Justice  23A,2,62000,C,102,FOR_SALE,10522433,,Oupeye,102,4680,199000,1951,62000,3000,3,APARTMENT,APARTMENT
Rue de Gominroux  2,3,52000,E,100,FOR_SALE,10600702,,Ransart,100,6043,199000,1990,50000,3000,4,APARTMENT,APARTMENT
Rue de Gominroux  2,3,52000,E,100,FOR_SALE,10441011,,Ransart,100,6043,199000,1990,50000,3000,4,APARTMENT,APARTMENT
Rue de la Belle au Bois Dormant  47,2,21000,D,80,FOR_SALE,10690122,,Molenbeek-Saint-Jean,80,1080,195000,2438,400001,4000,3,APARTMENT,APARTMENT
Franchommelaan  22,2,31000,B,64,FOR_SALE,10583985,,Blankenberge,64,8370,249000,3891,30000,2000,3,APARTMENT,APARTMENT
Gieterijstraat  1,0,12000,C,,FOR_SALE,10691663,,Willebroek,111,2830,324900,2927,11002,2000,1,APARTMENT_GROUP,APARTMENT_GROUP
Rue du Bois Blanc  30,2,57081,B,,FOR_SALE,10430831,,Leuze-En-Hainaut,68,7900,189500,2787,50000,3000,3,APARTMENT_GROUP,APARTMENT_GROUP
Avenue Albert Giraud  108,1,21000,D,70,FOR_SALE,10645586,,Schaerbeek,70,1030,169000,2414,400001,4000,2,APARTMENT,APARTMENT
Biezeput  87,2,23000,F,78,FOR_SALE,10516713,,Halle,78,1500,169000,2167,20001,2000,3,APARTMENT,APARTMENT
Biezeput  87,2,23000,C,78,FOR_SALE,10516712,,Buizingen,78,1501,169000,2167,20001,2000,3,APARTMENT,APARTMENT
Zeedijk  122,2,38000,C,85,FOR_SALE,10702548,,Nieuwpoort,85,8620,545000,6412,30000,2000,3,APARTMENT,APARTMENT
Rue Wéry  77,3,21000,B,170,FOR_SALE,10703483,,Ixelles,170,1050,640000,3765,400001,4000,4,APARTMENT,APARTMENT
Ringlaan  90,3,11002,B,110,FOR_SALE,10704515,,11002en Berchem,110,2600,379500,3450,11002,2000,4,APARTMENT,APARTMENT
Avenue de l'hôpital Français  72,2,21000,E,89,FOR_SALE,10692045,,Berchem-sainte-agathe,89,1082,255000,2865,400001,4000,3,APARTMENT,APARTMENT
Quai des Usines  155,3,21000,C,128,FOR_SALE,10687732,,Bruxelles,128,1000,399000,3117,400001,4000,4,APARTMENT,APARTMENT
