price,price_per_sqmeter,plot_area,habitable_surface,bedroom_count,land_surface,room_count
475000,285.0,1665.0,223.0,6,1442.0,7
480000,593.0,809.0,150.0,3,659.0,4
480000,1171.0,410.0,250.0,3,160.0,4
622000,1129.0,551.0,250.0,4,301.0,5
625000,1607.0,389.0,264.0,6,125.0,7
625000,1316.0,475.0,350.0,4,125.0,5
640000,466.0,1374.0,243.0,4,1131.0,5
572500,934.0,613.0,200.0,4,413.0,5
89000,394.0,226.0,79.0,2,147.0,3
99900,316.0,316.0,171.0,3,145.0,4
100000,833.0,120.0,120.0,2,0.0,9
150000,769.0,195.0,115.0,2,80.0,3
359000,400.0,897.0,175.0,4,722.0,5
369000,415.0,890.0,175.0,4,715.0,5
415000,849.0,489.0,235.0,3,254.0,4
274000,267.0,1028.0,117.0,3,911.0,8
280000,519.0,540.0,200.0,4,340.0,5
409000,903.0,453.0,143.0,3,310.0,4
410000,372.0,1103.0,100.0,2,1003.0,3
425000,1451.0,293.0,205.0,7,88.0,8
315000,502.0,628.0,124.0,2,504.0,3
246000,213.0,1154.0,162.0,3,992.0,4
399000,1300.0,307.0,132.0,3,175.0,4
399000,419.0,953.0,175.0,4,778.0,5
399000,655.0,609.0,124.0,2,485.0,3
399000,457.0,873.0,231.0,4,642.0,5
349000,590.0,592.0,218.0,3,374.0,1
349000,757.0,461.0,171.0,5,290.0,6
349000,1175.0,297.0,160.0,5,137.0,6
349000,616.0,567.0,236.0,3,331.0,4
119000,104.0,1140.0,110.0,4,1030.0,5
120000,427.0,281.0,90.0,3,191.0,4
120000,281.0,427.0,115.0,3,312.0,4
120000,574.0,209.0,129.0,3,80.0,4
590000,589.0,1001.0,159.0,3,842.0,4
750000,127.0,5888.0,283.0,6,5605.0,7
770000,464.0,1660.0,460.0,5,1200.0,6
790000,282.0,2800.0,300.0,4,2500.0,5
795000,2239.0,355.0,355.0,9,0.0,10
975000,2101.0,464.0,215.0,6,249.0,7
980000,669.0,1464.0,350.0,5,1114.0,6
2195000,470.0,4669.0,480.0,5,4189.0,20
485000,516.0,940.0,224.0,3,716.0,4
485000,349.0,1389.0,292.0,4,1097.0,5
489000,696.0,703.0,185.0,4,518.0,5
490000,706.0,694.0,344.0,6,350.0,7
495000,419.0,1181.0,245.0,4,936.0,5
640000,466.0,1374.0,243.0,4,1131.0,5
648000,759.0,854.0,231.0,3,623.0,4
648000,1628.0,398.0,398.0,4,0.0,5
649000,469.0,1384.0,286.0,3,1098.0,4
150000,773.0,194.0,91.0,2,103.0,3
174000,951.0,183.0,75.0,1,108.0,2
182000,331.0,550.0,120.0,3,430.0,4
188000,175.0,1073.0,250.0,4,823.0,5
425000,247.0,1719.0,128.0,4,1591.0,5
450000,639.0,704.0,192.0,3,512.0,4
479000,136.0,3515.0,251.0,3,3264.0,4
585000,56.0,10450.0,250.0,4,10200.0,5
675000,1815.0,372.0,209.0,4,163.0,5
295000,474.0,622.0,165.0,3,457.0,4
297500,230.0,1291.0,124.0,3,1167.0,4
298000,383.0,779.0,93.0,3,686.0,4
305000,1315.0,232.0,147.0,3,85.0,1
319000,578.0,552.0,167.0,2,385.0,3
425000,1451.0,293.0,205.0,7,88.0,8
425000,178.0,2394.0,294.0,4,2100.0,5
429500,255.0,1687.0,215.0,4,1472.0,5
439000,1050.0,418.0,184.0,3,234.0,4
650000,449.0,1447.0,294.0,4,1153.0,5
695000,671.0,1035.0,220.0,4,815.0,5
399000,628.0,635.0,325.0,4,310.0,5
399000,73.0,5445.0,206.0,4,5239.0,5
400000,362.0,1106.0,178.0,3,928.0,4
349000,1203.0,290.0,135.0,3,155.0,4
349000,969.0,360.0,80.0,2,280.0,3
349000,494.0,707.0,130.0,3,577.0,4
125000,262.0,478.0,188.0,3,290.0,4
130000,337.0,386.0,120.0,4,266.0,5
135000,237.0,570.0,130.0,3,440.0,4
595000,1151.0,517.0,400.0,8,117.0,9
595000,294.0,2024.0,224.0,4,1800.0,5
595000,204.0,2910.0,200.0,4,2710.0,5
595000,1604.0,371.0,210.0,3,161.0,4
595000,708.0,840.0,262.0,4,578.0,5
795000,1639.0,485.0,330.0,3,155.0,4
795000,3768.0,211.0,211.0,3,0.0,4
799000,344.0,2325.0,395.0,4,1930.0,5
799000,1689.0,473.0,243.0,8,230.0,9
985000,690.0,1428.0,879.0,5,549.0,6
995000,361.0,2760.0,260.0,3,2500.0,4
1050000,2096.0,501.0,400.0,7,101.0,8
1050000,902.0,1164.0,269.0,3,895.0,4
159000,691.0,230.0,100.0,3,130.0,4
339000,726.0,467.0,137.0,3,330.0,1
699000,300.0,2330.0,367.0,6,1963.0,7
749000,87.0,8586.0,200.0,3,8386.0,4
2100000,470.0,4466.0,416.0,6,4050.0,7
495000,527.0,940.0,150.0,3,790.0,4
649000,283.0,2290.0,288.0,4,2002.0,5
649000,166.0,3898.0,220.0,4,3678.0,5
650000,1671.0,389.0,135.0,3,254.0,4
650000,942.0,690.0,160.0,4,530.0,5
189000,616.0,307.0,177.0,3,130.0,4
190000,522.0,364.0,242.0,4,122.0,5
199000,561.0,355.0,200.0,4,155.0,5
199000,561.0,355.0,200.0,4,155.0,5
699000,1774.0,394.0,269.0,3,125.0,1
959000,972.0,987.0,319.0,3,668.0,4
2400000,1523.0,1576.0,895.0,12,681.0,13
249000,176.0,1415.0,205.0,4,1210.0,5
425000,1687.0,252.0,182.0,4,70.0,5
325000,136.0,2381.0,220.0,4,2161.0,5
329000,383.0,858.0,204.0,3,654.0,4
330000,214.0,1542.0,124.0,3,1418.0,4
335000,829.0,404.0,176.0,3,228.0,4
440000,963.0,457.0,157.0,5,300.0,6
445000,1286.0,346.0,181.0,4,165.0,5
445000,1286.0,346.0,181.0,4,165.0,5
449000,403.0,1113.0,438.0,8,675.0,9
695000,632.0,1100.0,450.0,5,650.0,6
695000,1609.0,432.0,259.0,4,173.0,5
825000,1618.0,510.0,190.0,4,320.0,5
890000,817.0,1090.0,250.0,4,840.0,5
900000,95.0,9509.0,332.0,6,9177.0,7
598000,350.0,1710.0,225.0,3,1485.0,4
599000,1568.0,382.0,130.0,2,252.0,3
799000,347.0,2304.0,379.0,5,1925.0,6
825000,971.0,850.0,301.0,6,549.0,7
825000,1500.0,550.0,139.0,1,411.0,2
825000,220.0,3758.0,550.0,6,3208.0,7
1095000,526.0,2081.0,600.0,4,1481.0,5
1270000,1171.0,1085.0,525.0,5,560.0,6
1275000,45.0,28642.0,272.0,3,28370.0,3
1290000,1242.0,1039.0,700.0,4,339.0,1
440000,1283.0,343.0,151.0,4,192.0,5
353050,790.0,447.0,186.0,3,261.0,4
353050,847.0,417.0,191.0,3,226.0,4
353050,740.0,477.0,186.0,3,291.0,4
353050,790.0,447.0,186.0,3,261.0,4
495000,599.0,826.0,202.0,3,624.0,4
495000,545.0,908.0,258.0,5,650.0,6
495000,535.0,925.0,305.0,5,620.0,6
499000,302.0,1655.0,218.0,3,1437.0,4
650000,1161.0,560.0,320.0,6,240.0,7
669000,160.0,4176.0,495.0,4,3681.0,5
670000,2006.0,334.0,234.0,5,100.0,6
199000,243.0,820.0,110.0,2,710.0,3
199000,957.0,208.0,61.0,2,147.0,3
219500,954.0,230.0,120.0,2,110.0,3
220000,176.0,1248.0,228.0,3,1020.0,4
750000,1592.0,471.0,221.0,5,250.0,6
399000,31.0,12991.0,206.0,3,12785.0,1
441000,976.0,452.0,164.0,4,288.0,5
695000,326.0,2130.0,224.0,3,1906.0,4
205000,267.0,768.0,140.0,3,628.0,4
335000,564.0,594.0,175.0,4,419.0,5
335000,817.0,410.0,130.0,2,280.0,3
349000,1517.0,230.0,120.0,3,110.0,4
349000,1051.0,332.0,164.0,3,168.0,4
449500,346.0,1299.0,257.0,4,1042.0,5
455000,217.0,2099.0,224.0,4,1875.0,5
459000,1020.0,450.0,175.0,4,275.0,5
485000,382.0,1269.0,345.0,4,924.0,5
495000,1495.0,331.0,92.0,2,239.0,3
950000,150.0,6314.0,1005.0,25,5309.0,26
1050000,2027.0,518.0,388.0,0,130.0,1
1150000,207.0,5569.0,415.0,5,5154.0,6
1290000,91.0,14110.0,350.0,4,13760.0,5
1450000,104.0,13957.0,350.0,4,13607.0,5
1670000,3615.0,462.0,380.0,6,82.0,7
120000,1905.0,63.0,0.0,3,264.0,4
379000,915.0,414.0,260.0,3,154.0,4
445000,361.0,1232.0,171.0,3,1061.0,4
599000,684.0,876.0,526.0,12,350.0,13
599000,943.0,635.0,282.0,4,353.0,5
599999,458.0,1311.0,211.0,4,1100.0,5
619000,519.0,1193.0,307.0,5,886.0,6
830000,559.0,1484.0,304.0,6,1180.0,7
845000,1845.0,458.0,210.0,5,248.0,6
845000,89.0,9471.0,360.0,5,9111.0,6
845000,1523.0,555.0,385.0,5,170.0,6
849000,1446.0,587.0,267.0,4,320.0,5
1299000,2059.0,631.0,526.0,5,105.0,6
1350000,102.0,13248.0,710.0,3,12538.0,4
1350000,360.0,3747.0,693.0,5,3054.0,6
198536,107.0,1848.0,130.0,4,1718.0,5
229000,935.0,245.0,106.0,4,139.0,5
279500,315.0,887.0,125.0,2,762.0,3
300000,1064.0,282.0,127.0,2,155.0,3
499000,151.0,3306.0,567.0,16,2739.0,17
499000,88.0,5682.0,300.0,4,5382.0,5
500000,1101.0,454.0,365.0,7,89.0,8
520000,183.0,2834.0,263.0,5,2571.0,6
670000,682.0,982.0,213.0,3,769.0,4
675000,939.0,719.0,269.0,4,450.0,5
685000,726.0,943.0,227.0,4,716.0,5
685000,241.0,2845.0,1297.0,4,1548.0,5
220000,142.0,1550.0,150.0,3,1400.0,4
220000,759.0,290.0,190.0,3,100.0,4
224000,749.0,299.0,169.0,4,130.0,5
225000,216.0,1040.0,116.0,3,924.0,4
475000,373.0,1275.0,225.0,4,1050.0,5
1695000,160.0,10600.0,600.0,5,10000.0,6
280000,504.0,556.0,151.0,2,405.0,3
335000,730.0,459.0,170.0,3,289.0,4
208000,443.0,470.0,158.0,3,312.0,4
349000,68.0,5129.0,340.0,3,4789.0,4
349000,193.0,1807.0,175.0,4,1632.0,5
349000,130.0,2677.0,260.0,3,2417.0,4
359000,161.0,2234.0,304.0,4,1930.0,5
360000,986.0,365.0,165.0,4,200.0,5
499000,1286.0,388.0,213.0,4,175.0,5
499000,470.0,1061.0,241.0,4,820.0,5
545000,456.0,1195.0,193.0,3,1002.0,4
545000,668.0,816.0,355.0,3,461.0,4
1500000,1508.0,995.0,492.0,8,503.0,9
1699000,1366.0,1244.0,298.0,0,946.0,1
1700000,750.0,2267.0,375.0,5,1892.0,6
2200000,5340.0,412.0,276.0,4,136.0,5
189000,303.0,624.0,85.0,3,539.0,4
285000,480.0,594.0,304.0,6,290.0,7
369999,185.0,1998.0,187.0,3,1811.0,4
425000,764.0,556.0,126.0,2,430.0,3
425000,80.0,5339.0,204.0,3,5135.0,4
498000,1372.0,363.0,263.0,4,100.0,5
825000,1413.0,584.0,208.0,4,376.0,5
109000,341.0,320.0,240.0,5,80.0,6
159000,161.0,987.0,130.0,3,857.0,4
595000,249.0,2390.0,213.0,4,2177.0,5
795000,1142.0,696.0,400.0,6,296.0,7
849000,1446.0,587.0,267.0,4,320.0,5
849000,1538.0,552.0,342.0,7,210.0,8
849000,307.0,2767.0,267.0,4,2500.0,5
319000,254.0,1257.0,172.0,3,1085.0,1
525000,383.0,1372.0,222.0,5,1150.0,6
529000,3112.0,170.0,170.0,4,0.0,5
539000,280.0,1924.0,300.0,2,1624.0,3
539000,207.0,2605.0,240.0,3,2365.0,4
688000,376.0,1830.0,316.0,4,1514.0,5
690000,665.0,1037.0,237.0,5,800.0,6
245000,965.0,254.0,112.0,2,142.0,3
245000,515.0,476.0,104.0,2,372.0,1
249000,825.0,302.0,227.0,3,75.0,4
249000,249.0,998.0,234.0,4,764.0,5
225000,440.0,511.0,120.0,4,391.0,5
498000,367.0,1356.0,156.0,3,1200.0,4
760000,515.0,1475.0,925.0,0,550.0,1
349000,1029.0,339.0,115.0,3,224.0,4
365000,890.0,410.0,185.0,4,225.0,5
369000,1525.0,242.0,130.0,3,112.0,4
370000,513.0,721.0,146.0,3,575.0,4
370000,513.0,721.0,146.0,3,575.0,4
565000,2457.0,230.0,230.0,3,0.0,4
2990000,232.0,12887.0,500.0,5,12387.0,6
2990000,232.0,12887.0,500.0,5,12387.0,6
179000,772.0,232.0,131.0,3,101.0,4
319000,240.0,1327.0,177.0,2,1150.0,3
374000,645.0,580.0,183.0,5,397.0,6
1350000,662.0,2040.0,400.0,4,1640.0,5
335000,450.0,745.0,159.0,3,586.0,4
460000,207.0,2223.0,197.0,4,2026.0,5
648000,2051.0,316.0,185.0,4,131.0,5
895000,1941.0,461.0,198.0,3,263.0,4
1150000,5227.0,220.0,0.0,4,7300.0,5
159000,157.0,1013.0,118.0,4,895.0,5
180000,237.0,758.0,113.0,2,645.0,3
269000,209.0,1290.0,140.0,3,1150.0,4
289000,622.0,465.0,124.0,3,341.0,4
825000,1634.0,505.0,250.0,5,255.0,6
895000,608.0,1472.0,683.0,5,789.0,6
985000,502.0,1964.0,388.0,4,1576.0,5
450000,1433.0,314.0,145.0,3,169.0,4
540000,115.0,4681.0,264.0,3,4417.0,4
690000,199.0,3474.0,671.0,9,2803.0,10
695000,2279.0,305.0,170.0,2,135.0,3
695000,1635.0,425.0,210.0,5,215.0,6
695000,615.0,1131.0,217.0,3,914.0,4
265000,179.0,1481.0,140.0,4,1341.0,5
269900,1697.0,159.0,110.0,3,49.0,4
695000,1329.0,523.0,323.0,6,200.0,7
215000,572.0,376.0,143.0,3,233.0,4
249500,650.0,384.0,180.0,3,204.0,4
375000,1150.0,326.0,146.0,3,180.0,4
380000,790.0,481.0,260.0,5,221.0,6
389000,1337.0,291.0,120.0,3,171.0,4
389000,329.0,1183.0,220.0,3,963.0,1
595000,1352.0,440.0,300.0,4,140.0,5
595000,2188.0,272.0,106.0,3,166.0,4
595000,174.0,3426.0,150.0,2,3276.0,3
595000,174.0,3426.0,150.0,2,3276.0,3
449000,655.0,685.0,168.0,3,517.0,4
650000,295.0,2205.0,240.0,4,1965.0,5
695000,210.0,3302.0,382.0,5,2920.0,6
1085000,1356.0,800.0,250.0,3,550.0,4
1650000,1835.0,899.0,449.0,6,450.0,7
2950000,922.0,3200.0,700.0,6,2500.0,7
155000,1314.0,118.0,118.0,2,0.0,3
790000,116.0,6802.0,280.0,4,6522.0,5
289000,631.0,458.0,124.0,3,334.0,4
289000,651.0,444.0,124.0,3,320.0,4
295000,536.0,550.0,150.0,3,400.0,4
475000,413.0,1150.0,240.0,3,910.0,4
1895000,1226.0,1546.0,333.0,5,1213.0,6
598000,2291.0,261.0,261.0,5,0.0,6
214000,1408.0,152.0,100.0,4,52.0,5
235000,288.0,817.0,176.0,4,641.0,5
254900,1961.0,130.0,130.0,3,0.0,4
1490000,232.0,6410.0,352.0,6,6058.0,7
99000,678.0,146.0,146.0,3,0.0,4
110000,268.0,410.0,120.0,2,290.0,3
250000,1302.0,192.0,122.0,3,70.0,4
265000,538.0,493.0,180.0,4,313.0,5
695000,615.0,1131.0,217.0,3,914.0,4
695000,627.0,1108.0,538.0,5,570.0,6
695000,627.0,1108.0,538.0,5,570.0,6
395000,401.0,985.0,135.0,3,850.0,4
399500,339.0,1180.0,200.0,4,980.0,5
599000,1027.0,583.0,167.0,5,416.0,6
599000,276.0,2170.0,215.0,4,1955.0,5
620000,1360.0,456.0,307.0,2,149.0,3
629000,1527.0,412.0,300.0,5,112.0,6
189000,272.0,695.0,284.0,2,411.0,3
259000,792.0,327.0,87.0,2,240.0,3
275000,626.0,439.0,151.0,3,288.0,4
790000,116.0,6802.0,280.0,4,6522.0,5
1185000,1823.0,650.0,485.0,6,165.0,7
329000,590.0,558.0,176.0,3,382.0,4
329000,592.0,556.0,176.0,3,380.0,4
160000,804.0,199.0,117.0,3,82.0,4
295000,608.0,485.0,223.0,4,262.0,5
330000,616.0,536.0,191.0,3,345.0,4
349000,923.0,378.0,115.0,2,263.0,3
1695000,160.0,10600.0,600.0,5,10000.0,6
165000,327.0,505.0,182.0,3,323.0,4
179000,1409.0,127.0,76.0,2,51.0,3
220000,775.0,284.0,158.0,4,126.0,5
119000,661.0,180.0,120.0,2,60.0,3
137500,469.0,293.0,132.0,2,161.0,3
139000,457.0,304.0,104.0,3,200.0,4
140000,400.0,350.0,110.0,3,240.0,4
269000,451.0,596.0,250.0,2,346.0,3
269000,536.0,502.0,123.0,3,379.0,4
269000,1059.0,254.0,173.0,3,81.0,4
279000,239.0,1167.0,221.0,3,946.0,4
285000,760.0,375.0,195.0,4,180.0,5
350000,877.0,399.0,210.0,2,189.0,3
350000,877.0,399.0,210.0,2,189.0,3
650000,300.0,2169.0,407.0,5,1762.0,6
225000,277.0,813.0,291.0,5,522.0,6
395000,199.0,1980.0,180.0,5,1800.0,6
445000,659.0,675.0,200.0,3,475.0,4
485000,1672.0,290.0,192.0,2,98.0,3
795000,614.0,1295.0,220.0,5,1075.0,6
850000,1782.0,477.0,190.0,5,287.0,6
850000,1782.0,477.0,190.0,5,287.0,6
1385000,589.0,2350.0,350.0,7,2000.0,8
259000,666.0,389.0,139.0,3,250.0,4
259000,666.0,389.0,139.0,3,250.0,4
279000,821.0,340.0,150.0,3,190.0,4
279000,821.0,340.0,150.0,3,190.0,4
485000,842.0,576.0,188.0,3,388.0,4
145000,1142.0,127.0,86.0,3,41.0,4
145000,224.0,647.0,70.0,1,577.0,2
148000,649.0,228.0,99.0,2,129.0,3
285000,766.0,372.0,150.0,3,222.0,4
289000,721.0,401.0,146.0,3,255.0,4
295000,699.0,422.0,95.0,2,327.0,3
295000,555.0,532.0,202.0,4,330.0,5
350000,497.0,704.0,115.0,3,589.0,4
359000,535.0,671.0,146.0,3,525.0,4
359000,535.0,671.0,146.0,3,525.0,4
365000,420.0,870.0,220.0,4,650.0,5
415000,870.0,477.0,161.0,3,316.0,4
420000,296.0,1417.0,254.0,5,1163.0,6
485000,1672.0,290.0,192.0,2,98.0,3
755000,494.0,1529.0,340.0,3,1189.0,1
240000,431.0,557.0,219.0,3,338.0,4
285000,750.0,380.0,119.0,4,261.0,5
1775000,119.0,14948.0,728.0,4,14220.0,5
335475,2046.0,164.0,0.0,4,0.0,5
69900,699.0,100.0,100.0,2,0.0,3
189000,205.0,924.0,194.0,3,730.0,4
489000,154.0,3184.0,463.0,6,2721.0,7
495000,178.0,2777.0,197.0,3,2580.0,4
695000,660.0,1053.0,195.0,4,858.0,5
815000,1779.0,458.0,258.0,4,200.0,5
150000,436.0,344.0,137.0,3,207.0,4
169000,687.0,246.0,100.0,2,146.0,3
169000,137.0,1230.0,190.0,3,1040.0,4
175000,494.0,354.0,184.0,4,170.0,5
179000,607.0,295.0,95.0,4,200.0,5
295000,437.0,675.0,350.0,4,325.0,5
369000,1732.0,213.0,132.0,2,81.0,3
369000,1604.0,230.0,130.0,2,100.0,3
375000,582.0,644.0,143.0,4,501.0,5
420000,778.0,540.0,165.0,3,375.0,4
425000,360.0,1180.0,260.0,4,920.0,5
425000,914.0,465.0,140.0,3,325.0,4
425000,914.0,465.0,140.0,3,325.0,4
290000,1472.0,197.0,197.0,3,0.0,4
390000,804.0,485.0,170.0,3,315.0,4
449000,192.0,2339.0,255.0,5,2084.0,6
289000,235.0,1231.0,170.0,3,1061.0,4
329000,381.0,863.0,148.0,3,715.0,4
439000,371.0,1182.0,171.0,4,1011.0,5
69000,246.0,280.0,100.0,2,180.0,3
69000,189.0,365.0,82.0,1,283.0,2
85000,317.0,268.0,70.0,1,198.0,2
99000,177.0,558.0,103.0,3,455.0,4
185000,902.0,205.0,112.0,2,93.0,3
189000,1890.0,100.0,65.0,2,35.0,3
295000,468.0,631.0,231.0,4,400.0,5
298000,218.0,1370.0,165.0,0,1205.0,1
299000,744.0,402.0,126.0,3,276.0,4
299000,410.0,730.0,180.0,3,550.0,4
385000,241.0,1598.0,171.0,3,1427.0,4
385000,241.0,1598.0,171.0,3,1427.0,4
425000,932.0,456.0,307.0,3,149.0,4
99000,268.0,370.0,120.0,2,250.0,3
99000,678.0,146.0,146.0,3,0.0,4
189000,400.0,472.0,112.0,2,360.0,3
189000,675.0,280.0,120.0,3,160.0,4
199000,642.0,310.0,137.0,4,173.0,5
209000,1331.0,157.0,100.0,3,57.0,4
299000,363.0,823.0,201.0,4,622.0,5
299000,289.0,1036.0,164.0,4,872.0,5
300000,341.0,881.0,140.0,2,741.0,3
317500,408.0,779.0,220.0,3,559.0,4
319000,492.0,649.0,159.0,4,490.0,5
385000,1222.0,315.0,177.0,5,138.0,6
390000,645.0,605.0,231.0,4,374.0,5
390000,888.0,439.0,171.0,3,268.0,4
395000,1717.0,230.0,130.0,3,100.0,4
429000,355.0,1210.0,166.0,2,1044.0,3
445000,1290.0,345.0,240.0,3,105.0,4
445000,602.0,739.0,155.0,3,584.0,4
445000,5705.0,78.0,0.0,4,827.0,5
210000,380.0,552.0,137.0,3,415.0,4
219000,826.0,265.0,131.0,2,134.0,3
229000,782.0,293.0,130.0,3,163.0,4
239000,1039.0,230.0,115.0,1,115.0,2
320000,383.0,835.0,193.0,3,642.0,4
329000,1012.0,325.0,227.0,3,98.0,4
335000,625.0,536.0,149.0,3,387.0,4
335000,229.0,1464.0,164.0,3,1300.0,4
395000,748.0,528.0,180.0,4,348.0,1
395000,186.0,2121.0,197.0,3,1924.0,4
398000,932.0,427.0,153.0,3,274.0,4
399000,85.0,4696.0,200.0,3,4496.0,4
399000,1283.0,311.0,198.0,4,113.0,5
450000,743.0,606.0,180.0,4,426.0,5
450000,676.0,666.0,189.0,6,477.0,7
450000,431.0,1043.0,213.0,4,830.0,5
450000,431.0,1043.0,213.0,4,830.0,5
525000,120.0,4381.0,271.0,4,4110.0,5
530000,3029.0,175.0,140.0,3,35.0,4
245000,690.0,355.0,135.0,2,220.0,3
245000,543.0,451.0,176.0,4,275.0,5
248000,976.0,254.0,129.0,2,125.0,3
249000,496.0,502.0,159.0,3,343.0,4
345000,527.0,655.0,150.0,3,505.0,4
345000,1177.0,293.0,150.0,3,143.0,4
349000,1033.0,338.0,212.0,4,126.0,1
349000,556.0,628.0,240.0,4,388.0,5
399000,1209.0,330.0,160.0,5,170.0,6
399000,493.0,810.0,159.0,3,651.0,4
399000,386.0,1035.0,189.0,3,846.0,4
399000,248.0,1606.0,200.0,3,1406.0,4
399500,54.0,7364.0,205.0,3,7159.0,4
465000,301.0,1545.0,221.0,4,1324.0,5
469000,1783.0,263.0,152.0,3,111.0,4
475000,311.0,1528.0,220.0,4,1308.0,5
479000,907.0,528.0,222.0,4,306.0,5
535000,502.0,1066.0,150.0,3,916.0,4
560000,1586.0,353.0,267.0,7,86.0,8
565000,376.0,1503.0,247.0,3,1256.0,4
575000,1634.0,352.0,232.0,4,120.0,5
330000,537.0,614.0,251.0,3,363.0,4
419500,778.0,539.0,219.0,3,320.0,4
419500,798.0,526.0,219.0,3,307.0,4
249000,640.0,389.0,135.0,3,254.0,4
249000,640.0,389.0,135.0,3,254.0,4
350000,1167.0,300.0,300.0,4,0.0,5
399999,319.0,1255.0,196.0,4,1059.0,5
400000,131.0,3051.0,400.0,8,2651.0,9
400000,131.0,3051.0,400.0,8,2651.0,9
410000,1962.0,209.0,100.0,2,109.0,3
479000,1624.0,295.0,295.0,4,0.0,5
479000,214.0,2237.0,248.0,4,1989.0,5
495000,1244.0,398.0,330.0,0,68.0,1
495000,152.0,3249.0,220.0,4,3029.0,5
575000,1624.0,354.0,154.0,3,200.0,4
575000,526.0,1094.0,238.0,4,856.0,5
575000,617.0,932.0,200.0,3,732.0,4
575000,3212.0,179.0,0.0,6,969.0,11
550000,113.0,4872.0,386.0,5,4486.0,6
650000,710.0,915.0,250.0,4,665.0,5
725000,399.0,1819.0,166.0,4,1653.0,5
725000,399.0,1819.0,166.0,4,1653.0,5
415000,3347.0,124.0,85.0,2,39.0,3
495000,4057.0,122.0,0.0,4,276.0,5
495000,185.0,2671.0,110.0,2,2561.0,3
495000,152.0,3249.0,220.0,4,3029.0,5
498000,1443.0,345.0,240.0,3,105.0,4
499000,222.0,2249.0,448.0,5,1801.0,6
575000,33824.0,17.0,0.0,3,1704.0,13
579000,896.0,646.0,340.0,5,306.0,6
595000,2371.0,251.0,250.0,4,1.0,5
595000,470.0,1265.0,280.0,2,985.0,3
979000,1450.0,675.0,430.0,6,245.0,7
1195000,2656.0,450.0,230.0,4,220.0,5
557000,2995.0,186.0,0.0,4,0.0,5
557000,2995.0,186.0,0.0,4,0.0,5
695000,621.0,1119.0,279.0,4,840.0,5
699000,1342.0,521.0,253.0,4,268.0,5
1295000,2288.0,566.0,265.0,4,301.0,5
1350000,410.0,3291.0,418.0,4,2873.0,5
499000,3061.0,163.0,0.0,4,1320.0,9
525000,536.0,980.0,260.0,4,720.0,5
595000,470.0,1265.0,280.0,2,985.0,3
595000,451.0,1320.0,279.0,2,1041.0,3
595000,241.0,2464.0,464.0,3,2000.0,4
599000,1302.0,460.0,200.0,5,260.0,6
625000,821.0,761.0,350.0,6,411.0,7
1200000,889.0,1350.0,350.0,12,1000.0,13
335000,2161.0,155.0,110.0,2,45.0,3
500000,499.0,1003.0,145.0,5,858.0,6
550000,495.0,1110.0,210.0,4,900.0,5
715000,1312.0,545.0,383.0,6,162.0,7
725000,709.0,1022.0,200.0,6,822.0,7
745000,4139.0,180.0,120.0,3,60.0,4
745000,4139.0,180.0,120.0,3,60.0,4
1475000,282.0,5222.0,395.0,10,4827.0,11
1575000,2838.0,555.0,300.0,5,255.0,6
1589000,289.0,5495.0,825.0,10,4670.0,11
1695000,1407.0,1205.0,405.0,4,800.0,5
1900000,650.0,2924.0,252.0,5,2672.0,6
329000,510.0,645.0,205.0,5,440.0,6
349000,699.0,499.0,150.0,3,349.0,4
645000,326.0,1981.0,407.0,3,1574.0,4
649000,1495.0,434.0,293.0,4,141.0,5
650000,2181.0,298.0,150.0,4,148.0,5
650000,233.0,2789.0,270.0,4,2519.0,5
555000,433.0,1281.0,250.0,3,1031.0,4
1050000,277.0,3795.0,344.0,7,3451.0,8
1050000,277.0,3795.0,344.0,7,3451.0,8
178000,788.0,226.0,136.0,3,90.0,4
749000,518.0,1445.0,259.0,5,1186.0,6
750000,3927.0,191.0,191.0,6,0.0,7
750000,341.0,2200.0,200.0,3,2000.0,4
769000,742.0,1036.0,200.0,4,836.0,5
1940000,58.0,33550.0,550.0,7,33000.0,8
1950000,1134.0,1719.0,502.0,5,1217.0,6
2595000,262.0,9911.0,811.0,5,9100.0,6
2695000,3662.0,736.0,261.0,4,475.0,5
355000,284.0,1252.0,218.0,5,1034.0,6
379000,637.0,595.0,154.0,3,441.0,4
450000,421.0,1068.0,649.0,6,419.0,7
649000,1708.0,380.0,190.0,2,190.0,3
135424,218.0,620.0,100.0,2,520.0,3
269000,546.0,493.0,156.0,4,337.0,5
669000,433.0,1544.0,284.0,3,1260.0,4
670000,4036.0,166.0,0.0,3,300.0,4
675000,2250.0,300.0,300.0,7,0.0,8
675000,505.0,1337.0,287.0,6,1050.0,7
179000,216.0,830.0,130.0,4,700.0,5
195000,593.0,329.0,157.0,4,172.0,5
259000,258.0,1002.0,122.0,3,880.0,4
315000,561.0,561.0,253.0,6,308.0,7
550000,110.0,5007.0,207.0,4,4800.0,5
775000,1638.0,473.0,310.0,3,163.0,4
3595000,1204.0,2985.0,285.0,5,2700.0,6
4995000,2284.0,2187.0,386.0,5,1801.0,6
5650000,5867.0,963.0,402.0,6,561.0,7
80000,396.0,202.0,82.0,2,120.0,3
85000,850.0,100.0,100.0,2,0.0,3
471887,2097.0,225.0,0.0,2,0.0,3
559500,2855.0,196.0,0.0,2,0.0,3
550000,2657.0,207.0,0.0,4,0.0,5
290000,56.0,5190.0,164.0,3,5026.0,4
